NAME,HOX_D1,HOX_D2,HOX_D4,HOX_D7,HOX_D14
ILMN_1659058,-0.045725817,-0.015163134,-0.072071285,0.323116026,0.072274489
ILMN_2389273,-0.113341441,0.064422492,0.072443991,-0.369017714,0.060652188
ILMN_2193325,0.281957146,-0.192607907,0.046357531,0.377740635,0.044864216
ILMN_1737396,-0.196711615,-0.044976571,-0.136220998,-0.369135678,-0.222971111
ILMN_1732750,0.219878804,0.283388426,0.265845644,0.418758829,0.13811804
ILMN_1661342,0.202259318,0.141018307,-0.005096029,0.333550043,-0.015250303
ILMN_1769517,0.015325138,0.037409439,0.004479657,0.360500834,0.040413284
ILMN_1665148,-0.006292942,0.026623186,-0.064173122,0.353110344,0.034999809
ILMN_2304996,0.278805896,0.080874623,0.005512563,0.386695525,0.105112267
ILMN_1754220,-0.07361803,0.033653476,-0.165220102,-0.36858776,-0.103638483
ILMN_1659913,-0.152859168,0.258519272,0.126969169,-0.479171248,0.10800438
ILMN_1793367,-0.002007168,-0.396350535,-0.158710411,-0.417985396,0.224773695
ILMN_1803615,0.01455159,0.116452151,0.155861583,0.367725534,0.156270675
ILMN_1750961,0.023251905,-0.332714141,0.379872933,0.539697227,0.065350047
ILMN_3227315,0.245669512,0.058347461,0.163789086,0.565644004,-0.699409766
ILMN_1803408,0.060157704,-0.14719364,-0.260423406,-0.358436853,-0.030672247
ILMN_3303612,0.056980283,-0.009368356,0.149789614,0.367571069,0.156002365
ILMN_1707804,0.019347675,-0.134816018,-0.164355782,-0.354459473,-0.030686601
ILMN_3216336,0.132258605,-0.15492849,-0.075224796,0.312435246,-0.323089909
ILMN_1726698,0.121993388,0.182630298,0.004101329,0.261851049,0.041575726
ILMN_1805526,-0.411561575,-0.665474464,0.598812075,1.491133501,0.243201002
ILMN_1708025,0.305100674,-0.035178617,0.165627005,0.460688407,0.023010438
ILMN_1788211,0.076643224,-0.121364609,0.129560517,0.846716456,-0.02851213
ILMN_1784380,-0.404832279,0.137301722,-0.005937241,-0.391612656,-0.144709921
ILMN_1664718,0.095905486,-0.215295755,-0.086937614,-0.471968397,-0.583548583
ILMN_1674302,0.022987326,0.158815925,0.111650539,0.299264544,0.131791999
ILMN_2166831,0.08489437,-0.031144049,-0.15654727,0.379826088,0.034085578
ILMN_1878459,-0.206070293,0.030073235,0.051583833,-0.299598528,0.017808101
ILMN_1768640,0.179879107,0.110385792,0.275811949,0.376068611,-0.026033194
ILMN_1672728,-0.19929273,0.125267335,0.064349047,-0.296172392,-0.011955748
ILMN_1711627,-0.012589955,0.036643832,0.031373246,-0.290444409,0.074826091
ILMN_1751028,-0.015605426,-0.17463942,0.197100131,0.449924579,0.169938829
ILMN_3211132,0.326901271,0.075231869,-0.202813217,0.482773446,-0.130839
ILMN_1695631,0.265983306,0.103883315,0.231698422,0.261576126,0.103078192
ILMN_1758034,-0.081567711,0.063466473,0.044766556,-0.30611614,0.18331926
ILMN_3201365,0.624842271,0.475734513,0.43716509,0.555555762,-0.017320527
ILMN_1737689,-0.173089487,-0.077198501,-0.077554476,-0.323165387,-0.088360869
ILMN_1808501,-0.013033621,-0.088472253,-0.122956484,-0.415452681,0.210969957
ILMN_2334080,0.012690629,-0.027228636,0.190317393,0.340700789,0.058396232
ILMN_1657884,-0.177654093,-0.092270531,-0.132979177,-0.398866947,-0.171960523
ILMN_1729775,-0.100344919,0.126390167,0.034145171,-0.306231706,-0.109478437
ILMN_1748123,-0.148472096,-0.090999683,0.065977618,-0.341313494,-0.145299369
ILMN_2232494,0.337110785,-0.049507865,0.166714372,0.298591855,0.083386547
ILMN_1771627,-0.21843511,-0.181503143,0.033263871,-0.485037993,0.048890028
ILMN_3208330,-0.15900356,-0.050144311,0.038526095,-0.347372361,0.013721346
ILMN_3249230,-0.291137593,0.001541886,0.09589414,-0.391711518,-0.026613251
ILMN_2069745,0.345329435,-0.185324377,0.128981304,0.367397839,0.01973983
ILMN_3301468,-0.423394527,0.028836589,-0.000668895,-0.402693605,-0.009756661
ILMN_1755075,-0.007252493,-0.203118787,-0.0948741,-0.312921861,-0.214285779
ILMN_3272996,-0.208741032,0.046553999,-0.020989205,-0.256078572,-0.123769625
ILMN_3262025,-0.114264251,-0.062143925,0.160543398,0.342857248,0.03776679
ILMN_1726230,-0.112537203,0.194002666,0.086881412,-0.34633074,-0.111829832
ILMN_2160210,0.171089972,-0.122576372,-0.07289363,0.29568143,0.174498361
ILMN_1763091,-0.181365057,-0.097328753,-0.025152553,-0.333578503,-0.057290978
ILMN_2081087,0.232777539,0.058809675,0.177891038,0.333215183,0.078261108
ILMN_1727287,0.185065196,0.114488969,0.043119011,0.305891008,-0.015387304
ILMN_1781285,0.094089972,0.099865868,-0.128564678,-0.694396772,0.88310291
ILMN_1720438,-0.206257659,0.032474596,-0.057915421,-0.284718105,0.067056281
ILMN_1791827,-0.145911035,-0.009599029,-0.138358894,-0.339157252,-0.011946851
ILMN_1681590,0.20739127,0.122822347,-0.045890837,0.36794011,0.248823225
ILMN_1668822,0.252661223,0.15594901,0.100864627,0.400110265,0.098806112
ILMN_3225211,0.191354844,0.095962992,-0.01993064,0.403384105,-0.053947235
ILMN_2346358,0.33821822,0.152691188,0.114101532,0.440698155,0.0791912
ILMN_2186678,0.058365465,-0.032661057,0.009413388,0.00313568,-0.714971647
ILMN_3302456,0.04512216,0.024647814,0.210624901,0.366721002,-0.958632327
ILMN_1761801,0.130186301,0.050605506,0.102124836,-0.156342805,-0.695602507
ILMN_3274351,-0.01461121,-0.102975414,-0.065808561,-0.028667409,-0.709809585
ILMN_3200539,0.153133606,0.004716003,-0.098270414,0.224383257,-1.073566995
ILMN_3201663,0.102742947,-0.149450653,-0.247151982,-0.122473266,-1.044688642
ILMN_2229170,0.080054629,0.02576066,0.001178371,0.144771654,-0.718534246
ILMN_1683129,-0.03542536,0.105291528,-0.010010373,-0.229739619,-0.632950056
ILMN_1679450,0.169039324,0.067827619,-0.189576609,-0.096277461,-0.689468863
ILMN_1795243,-0.028164685,-0.117560848,-0.120466937,0.039989447,-0.623937191
ILMN_3214532,0.16336004,0.009532542,-0.008663685,0.177765807,-0.642583345
ILMN_1689725,0.309804522,-0.158777293,0.040655099,0.404505831,-0.987572187
ILMN_2046024,0.085588117,0.072696157,-0.102874434,-0.23795077,-0.607509423
ILMN_3206132,0.068225365,-0.20100762,-0.046750487,0.063094451,-0.898285966
ILMN_2062524,0.025021984,-0.097162476,0.055591931,0.173291412,-0.702342316
ILMN_2379788,-0.119104637,0.045908302,-0.042405655,-0.173497189,-0.781892495
ILMN_3289352,0.074473332,-0.128751048,-0.141372424,-0.206777295,-1.022889387
ILMN_1759954,0.229319866,-0.207335648,-0.257919286,-0.177785327,-1.161582818
ILMN_3267017,0.022491317,-0.04009721,-0.01550873,-0.109768074,-0.817416573
ILMN_3285153,0.035157384,-0.214528652,-0.270299004,-0.204210879,-0.809180715
ILMN_2050761,-0.052522421,0.056799625,-0.098509662,-0.059249374,-0.684535576
ILMN_3191030,0.017681837,-0.041937955,-0.113983998,-0.136299582,-0.628858561
ILMN_3213692,-0.040386402,-0.000261672,-0.127623971,-0.023912374,-1.076915255
ILMN_1679025,0.022101564,-0.004216471,0.053410763,0.17749295,-0.97382237
ILMN_1708160,-0.053987709,-0.170865925,-0.127359949,-0.181282964,-0.810902816
ILMN_3234547,0.014312387,-0.050583843,-0.17262177,0.074427138,-0.682752129
ILMN_3199929,0.061803751,-0.05332029,-0.11517372,0.007584885,-0.920468479
ILMN_2181241,0.10363652,-0.134532992,-0.014715827,0.266690726,-0.769293063
ILMN_1803742,0.092403207,-0.360452434,-0.069456988,-0.233101612,-0.985232131
ILMN_2195914,0.018175048,-0.023781371,-0.11234842,-0.174993154,-0.795016852
ILMN_3235647,0.366627104,0.187341684,0.176261144,-0.190817646,0.654199276
ILMN_3284177,-0.098744104,-0.394975766,-0.352272703,-0.281887278,-0.637172646
ILMN_1770293,0.028787069,0.051567898,0.027700584,-0.170148842,-0.897982821
ILMN_2101928,-0.043071292,-0.04646997,-0.179114444,-0.088549733,-0.690195811
ILMN_2400297,-0.055281084,-0.099427739,-0.107935701,-0.153723485,-0.55034572
ILMN_1700880,-0.048689425,-0.391347759,-0.19688537,-0.230909016,-0.443287405
ILMN_2178618,-0.081823228,-0.109888388,-0.013781951,-0.023283223,-0.507837505
ILMN_3280496,0.086605678,-0.06884741,-0.053546674,-0.111125175,-0.794088577
ILMN_2112460,0.11205621,0.0531348,-0.066927256,-0.05021016,-0.771948828
ILMN_2224103,0.067762185,0.054728153,-0.024707803,0.103908811,-0.544638991
ILMN_3225121,0.155271386,-0.12816194,-0.066183053,0.182663202,-0.756870653
ILMN_3305397,0.111819605,0.030392855,-0.011504052,0.252438701,-1.006336566
ILMN_1690894,0.085051153,-0.053966316,-0.05072691,-0.004103904,-0.62716432
ILMN_1768582,-0.000100982,-0.138003467,-0.099894701,-0.221085405,-0.686456283
ILMN_2183216,0.051426139,0.005335959,-0.099440061,-0.037908231,-0.807745008
ILMN_1724699,-0.072451487,-0.022476083,0.113330359,0.061729402,-0.822800808
ILMN_1685378,0.136393771,0.017165223,-0.017173173,0.135448281,-0.505188485
ILMN_2205350,0.011641447,0.064533182,0.015945043,-0.020066218,-0.614902865
ILMN_1781251,0.036873624,0.062795882,0.02744094,-0.044082479,-0.526610044
ILMN_3236904,0.012599104,-0.215995138,0.01494834,-0.136400691,-0.833828574
ILMN_2361427,0.013295465,0.066737221,0.018336844,-0.066900176,-0.604011244
ILMN_3282587,0.189805824,-0.22438985,-0.021276004,-0.077073543,-0.908468143
ILMN_3304003,0.256441304,-0.058133436,-0.044567289,0.249999635,-0.84361149
ILMN_2198408,0.089688386,0.04456221,0.025740222,-0.032165151,-0.664742887
ILMN_2342033,0.080976103,-0.132788771,-0.021833031,-0.040602618,-0.582268683
ILMN_3307777,0.098433441,0.156732448,0.211090524,0.148906928,0.880525763
ILMN_2183885,0.044132974,-0.129758451,-0.07927385,-0.179180628,-0.681147302
ILMN_3192316,0.165862004,0.217120056,-0.048407332,-0.118916808,-0.572266728
ILMN_3199896,-0.033955895,0.053432087,-0.095041551,-0.260464569,-0.523458934
ILMN_2246083,0.069191387,0.033685477,-0.054625447,0.03822447,-0.844582074
ILMN_1744611,-0.012922835,0.176839476,-0.070242082,-0.089072222,-0.646010891
ILMN_1782488,0.187841224,0.312904549,-0.022107439,-0.05150995,-0.58591285
ILMN_3241834,0.172634872,0.005102788,0.145304671,0.399413068,-0.813591985
ILMN_2222750,-0.035018748,-0.098122209,-0.141127716,0.016952801,-0.452743754
ILMN_3211887,0.080329709,-0.115988125,-0.134712403,-0.042981477,-0.989988856
ILMN_1757084,-0.026157249,-0.163713498,0.096679776,-0.058484456,-0.555710292
ILMN_1679587,0.213267215,0.057913985,0.031893735,0.196803928,-0.608339982
ILMN_3275345,0.053708543,-0.036609458,-0.124516837,-0.00695617,-0.563914647
ILMN_1761474,-0.0603302,0.045833674,0.033118204,-0.1129576,-0.528132164
ILMN_2135232,0.033674129,-0.050481293,-0.014654057,-0.104277838,-0.651787216
ILMN_3209194,0.064301782,-0.295781899,-0.012118085,0.087523165,-0.462991359
ILMN_3271122,0.192731647,0.027712818,-0.035243363,0.134203746,-0.663118443
ILMN_2408415,-0.027029947,-0.097393171,-0.274388958,-0.034215462,-0.800965718
ILMN_2275502,-0.045895244,-0.225082034,0.048606268,-0.260497228,-0.654068563
ILMN_1785785,0.016793792,-0.118481162,0.013134166,0.057573658,-0.434041122
ILMN_3305993,0.166953773,-0.138499837,-0.089903029,-0.03655636,-0.524140412
ILMN_1791186,-0.077304324,-0.371862596,-0.017501348,-0.174363305,-0.525118332
ILMN_3302896,-0.025974407,-0.118984745,0.054927302,0.299421604,-0.539970456
ILMN_1751607,0.14262272,-0.414120516,0.343050686,0.10844128,1.444159861
ILMN_1657790,0.141356236,0.052390959,-0.037947278,0.008476045,-0.815328456
ILMN_1792138,0.039458919,-0.083831604,0.04834632,0.082209114,-0.766436326
ILMN_1700975,0.200325946,-0.125752088,0.124725212,0.288897096,-0.538557767
ILMN_1719870,-0.144036122,-0.183915849,-0.164384794,-0.202829719,-0.58932153
ILMN_2160209,0.052156534,-0.318707714,-0.096907445,0.013908968,-0.639174209
ILMN_2110829,-0.046451492,-0.035823988,-0.162684195,-0.262245536,-0.628436901
ILMN_3199974,0.01276163,-0.236465851,-0.084760251,0.153888154,-0.672490258
ILMN_1769636,-0.072084889,-0.043492609,-0.06182105,-0.068985501,-0.572660871
ILMN_1665823,0.008566555,-0.037217261,-0.248248525,-0.042720706,-0.712216311
ILMN_3297996,0.098809895,0.186198274,-0.042665755,0.034176724,-0.540623546
ILMN_2373556,-0.012326542,0.036517625,0.010397108,0.024249154,-0.58611598
ILMN_2215640,0.272498589,-0.032856648,-0.223898901,-0.101629848,-0.610475476
ILMN_1779852,0.003922468,0.279681887,0.068190657,0.081430638,-0.650217501
ILMN_2124757,0.02613505,-0.196936641,0.030053981,-0.020889635,-0.563234863
ILMN_2230592,0.077995864,0.002576833,0.147191965,-0.125256713,-0.53784101
ILMN_3288268,-0.04565834,-0.07501416,-0.030184233,0.113746416,-0.63612153
ILMN_1726460,0.156814647,0.172856825,-0.077259147,0.388547387,-0.600759877
ILMN_1713752,-0.052745012,-0.126742748,-0.048582731,-0.099818818,-0.550227038
ILMN_2371590,-0.130091877,-0.218015791,-0.111409741,-0.113702408,-0.603623073
ILMN_1785107,-0.107004993,-0.005974815,-0.137309795,-0.296157759,-0.471441707
ILMN_1791466,-0.076787698,-0.024909127,-0.117286272,-0.194355125,-0.766620907
ILMN_1717639,0.381581757,0.216282605,0.31542065,-0.146885534,0.571497711
ILMN_1651699,-0.127137893,0.03134612,-0.045183159,-0.340891246,-0.553667512
ILMN_3275447,-0.090264307,-0.052116695,-0.106041746,0.038950376,-0.410298516
ILMN_3224907,-0.02865019,-0.083407821,-0.123696578,-0.16289908,-0.494522213
ILMN_1669715,0.071687308,-0.097303998,-0.166301659,-0.012100843,-0.371925558
ILMN_3270542,0.045111765,0.106748856,-0.005496792,0.055061243,-0.615521999
ILMN_3250345,0.069809624,0.082567009,-0.002187451,-0.100643598,-0.474719791
ILMN_3234116,-0.119481953,-0.244297819,-0.149044471,-0.047809793,-0.628491167
ILMN_2219712,0.066600751,0.139413761,-0.076701019,-0.199132319,-0.663739673
ILMN_2405023,-0.070676144,-0.191611819,0.005555059,-0.210083963,-0.50024996
ILMN_1695370,-0.108822408,0.115140505,0.024901226,0.027325267,-0.585356683
ILMN_2118910,0.019104594,-0.027486992,0.027866717,-0.008322874,-0.597366336
ILMN_3199755,0.149032233,-0.126639716,-0.060485114,-0.072155186,-0.572689826
ILMN_3227563,-0.151296617,-0.174816369,-0.045261224,0.096388559,-0.63342446
ILMN_1676792,0.08437411,-0.089464502,0.001163386,0.243958172,-0.466835264
ILMN_2096083,-0.129501829,-0.050821595,-0.038640559,0.017400515,-0.604364166
ILMN_3266944,0.123887689,-0.148645346,-0.10740883,0.237102271,-0.636960701
ILMN_3290100,0.215782974,0.105877245,0.149796171,0.290717423,-0.636915678
ILMN_2128358,0.201771851,0.042735825,0.162669051,0.223472482,-0.442054671
ILMN_3231881,0.167447016,-0.185926963,-0.023418031,0.154320625,-0.918133108
ILMN_2058347,0.175148809,0.068066403,-0.042528483,-0.020353441,-0.581331741
ILMN_3211463,0.036400767,0.081371828,0.01183983,0.086321665,-0.697437189
ILMN_1737124,-0.118529869,-0.079730027,-0.02827725,-0.129921456,-0.370805666
ILMN_1826531,0.067540369,-0.171026795,-0.071701152,0.04511533,0.592966558
ILMN_1762808,0.14544013,0.035879673,-0.079462899,0.033749821,-0.63160372
ILMN_1882185,0.193060099,0.175855435,0.186766899,0.069134939,0.393013443
ILMN_3280943,0.070072997,0.001307674,0.087041489,0.310305823,-0.565245637
ILMN_1738150,0.180310938,-0.114260764,-0.033783288,0.003609162,-0.64820103
ILMN_2157709,-0.031555814,0.123291224,0.002355007,-0.095826139,-0.573443349
ILMN_3285410,0.012709569,-0.000792625,-0.073154349,-0.130065304,-0.528670931
ILMN_3304203,-0.04418771,-0.271081065,-0.141939648,-0.065655467,-0.714941415
ILMN_1745900,-0.024606364,-0.010799463,0.126811539,0.037421677,-0.516209491
ILMN_1781039,0.0036943,-0.053488172,0.00644614,-0.066546503,-0.648860832
ILMN_1703622,0.150692346,0.13700803,0.149265442,-0.0569545,-0.772904247
ILMN_2292387,0.001253751,-0.078578232,-0.146474871,-0.064628827,-0.729569462
ILMN_3205271,0.075609661,-0.094180257,-0.086512086,-0.066445476,-0.553971126
ILMN_2349831,-0.003026958,-0.020872471,-0.119761505,0.082892906,-0.556096076
ILMN_2122374,0.035605008,-0.091848931,-0.122002618,-0.021070429,-0.560031485
ILMN_3276019,0.052185063,-0.087296463,-0.121979621,0.170994646,-0.697070731
ILMN_2182120,-0.049867032,-0.039319575,-0.062326465,-0.129788712,-0.443173744
ILMN_1652209,0.06150044,-0.215368142,-0.100520197,-0.01951665,-0.536415204
ILMN_2372403,0.043866081,0.05601067,0.054569376,0.077403706,-0.4671892
ILMN_3291472,0.05754264,0.067608153,-0.113261694,-0.058948761,-0.651367924
ILMN_2221408,0.103954142,-0.231733537,0.079919275,-0.02905751,-0.548320382
ILMN_1720241,-0.075321945,-0.162220293,0.065427335,0.060802741,-0.377620202
ILMN_3182762,0.077735555,-0.027690538,-0.011936925,0.256187895,-0.612368472
ILMN_1732071,0.198818756,0.139584932,0.275191954,-0.069879508,0.435211203
ILMN_2230579,-0.096971334,-0.130451128,-0.067802907,-0.04089921,-0.477444223
ILMN_2334121,0.175542007,-0.084375696,0.054651002,0.056753428,-0.598206112
ILMN_1677262,0.142778502,0.125609122,0.019219302,0.095569476,-0.492811144
ILMN_1766247,0.013628555,-0.147891559,-0.031046456,-0.012328779,-0.490635981
ILMN_2204983,-0.031919114,-0.142883863,-0.125183999,-0.029252373,-0.507414279
ILMN_3279144,-0.021091303,0.167410491,0.046517067,0.048941901,-0.810893148
ILMN_3241118,0.071184959,-0.044429263,-0.141977309,0.092385076,-0.477029806
ILMN_3264543,-0.060602097,0.034911636,-0.032632961,0.193070066,-0.62432899
ILMN_1762134,0.135854375,-0.046324418,-0.099702968,-0.021366815,-0.418989795
ILMN_1665333,-0.025636119,-0.108458239,-0.045179817,-0.256631632,-0.489707827
ILMN_3178890,-0.052875293,0.049365339,0.073834592,0.255595733,-0.591182732
ILMN_2122669,0.203915047,-0.151868734,0.003216779,0.07711173,-0.438998994
ILMN_3226875,0.08523015,0.063368609,-0.010190777,0.035174557,-0.499270089
ILMN_2116556,0.094880475,0.038288556,0.095302503,-0.013917568,-0.662049199
ILMN_3235148,0.203996323,-0.016300531,0.000968318,0.161936034,-0.606916067
ILMN_3294222,0.377807945,0.216654037,-0.021315063,0.697162531,-0.846127451
ILMN_1785821,-0.051492654,0.01247584,-0.099010896,-0.085676118,-0.481568372
ILMN_3306752,0.132790878,-0.025934664,0.086324961,-0.107541263,-0.410292071
ILMN_3252936,0.312612357,-0.204059741,-0.266915683,0.038107352,-0.572930487
ILMN_1698100,0.026587446,-0.139176365,-0.119322685,-0.093945147,-0.793061283
ILMN_3192446,0.083502435,0.08780613,-0.022196702,-0.058596662,-0.640943972
ILMN_3274014,0.121115842,-0.047787297,-0.059036109,0.02772923,-0.437574444
ILMN_1750278,0.257543045,0.234018037,0.253673818,0.382249094,-0.553682526
ILMN_2113362,0.057935723,-0.062754694,-0.036424538,-0.031642437,-0.785978535
ILMN_1777139,-0.049545447,0.133016025,-0.003960943,-0.16821277,-0.343339533
ILMN_3242288,-0.034469746,-0.277822708,-0.327808895,-0.310237988,-0.682867535
ILMN_1734149,0.211403225,-0.006115554,0.004362455,0.388474158,-0.486299769
ILMN_1751760,-0.099287644,-0.06110194,-0.069597458,-0.205609143,-0.565548872
ILMN_1793831,0.178672674,0.236464524,0.044241272,0.247110028,0.530780548
ILMN_2045419,0.060773525,0.141478375,0.28757547,-0.140467287,-0.781489005
ILMN_3282395,-0.0679774,-0.166833423,-0.209792269,0.00185511,-0.774195124
ILMN_1768913,0.082475227,0.031417319,-0.033887468,0.010489341,-0.574625833
ILMN_1651617,-0.117728876,-0.023276007,0.05333812,0.075821134,-0.704664224
ILMN_1778691,-0.058479324,-0.080901124,0.011850233,-0.002769942,-0.473158632
ILMN_2054145,-0.036666699,0.228346456,-0.085394132,0.044034805,-0.427936934
ILMN_3234513,-0.078566206,-0.049494722,-0.096391947,-0.185108896,-0.449537067
ILMN_2136133,0.09240165,-0.134699146,-0.174370651,-0.349486098,-0.690122751
ILMN_2402936,0.033240881,-0.349842628,-0.180071656,0.087207796,-0.915838114
ILMN_1694877,-0.017897718,-0.457252755,0.005854805,0.021451866,-0.398306562
ILMN_2307744,-0.005496262,-0.270224992,-0.040083546,-0.033442812,-0.539120865
ILMN_3178252,-0.125306342,-0.14015826,-0.095906909,-0.300457472,-0.459897653
ILMN_1785661,-0.022372826,0.064895427,-0.049833393,0.070082661,-0.434351247
ILMN_1749868,-0.111548528,-0.333504421,-0.478581729,0.143401219,0.385647688
ILMN_1656292,0.117742919,0.052428107,-0.001823236,0.128604182,-0.431955392
ILMN_3235104,0.133004757,0.360850531,0.209670564,0.021066023,-0.340833694
ILMN_2385318,0.007414618,0.182691026,0.183470934,-0.124202432,-0.378979613
ILMN_1700847,0.065139855,0.028452967,-0.013469778,0.069710363,-0.419421472
ILMN_1671152,0.013316546,-0.108756715,0.085106891,-0.02438365,-0.623085678
ILMN_2379835,0.025338929,0.031581524,-0.049589845,-0.191203909,-0.708329705
ILMN_2194229,-0.050180891,-0.043209078,-0.076610488,-0.159916333,-0.505171009
ILMN_1796099,-0.032753858,-0.054101682,-0.170588878,-0.238425554,-0.579403502
ILMN_2365196,-0.055980565,-0.019584155,-0.153951523,-0.317389975,-0.707249109
ILMN_1691112,0.200581697,0.0540802,0.294478881,0.046137748,0.511909328
ILMN_1696911,0.198945063,0.220159037,0.22445415,0.209052239,-0.63340225
ILMN_3201221,0.1430334,-0.022084706,0.029383468,0.15319497,-0.564983509
ILMN_1691861,0.295538386,-0.017222218,0.014219895,0.197532184,0.337704504
ILMN_2131756,0.111145024,-0.093765679,0.028551651,0.184307811,-0.491575464
ILMN_3264073,-0.036666329,-0.137683148,-0.073994657,0.278964322,-0.565171588
ILMN_3290298,0.099896487,-0.354964678,-0.232516822,-0.160977421,-0.370062314
ILMN_3301052,0.048632742,0.033883737,-0.037592043,0.133033796,-0.586892704
ILMN_1777190,0.324078338,0.055976992,0.107433463,0.240438262,0.389162376
ILMN_3245684,-0.001587551,0.024619715,0.087786016,0.254456721,0.378292952
ILMN_3238452,-0.020784043,-0.204788606,-0.133422393,-0.080730008,-0.448116224
ILMN_2299072,-0.003665444,-0.024674783,0.013459671,0.142996442,-0.523300946
ILMN_3291413,-0.005557828,0.093059071,0.026016408,0.161582821,-0.537899006
ILMN_1842286,0.174348043,-0.055207669,0.192377999,-0.068974851,-0.78694917
ILMN_2294762,-0.007238602,-0.20594832,0.000736608,0.010368197,-0.573278792
ILMN_3204890,0.075552983,-0.229182296,-0.364029922,-0.478168625,-0.653035184
ILMN_3197767,0.195983124,0.244325963,-0.062149223,-0.23422893,-0.558159201
ILMN_2389844,0.053670015,-0.06018662,-0.039871575,-0.023550768,-0.664395891
ILMN_1677697,0.023872229,-0.158338675,-0.218693201,-0.192881491,-0.608406647
ILMN_1771149,-0.09111488,0.019713833,0.081326936,-0.033937279,-0.447396173
ILMN_2203453,0.111723867,-0.107597229,-0.166384055,-0.101428562,-0.516423556
ILMN_3235221,0.285019697,-0.463939989,-0.406173781,-0.489071213,-0.740572034
ILMN_2147503,0.08458621,0.021832822,-0.169183293,-0.187238337,-0.451364191
ILMN_3245015,0.063536479,0.096870728,-0.023550229,0.167331653,-0.430817473
ILMN_1705111,-0.065503015,-0.040257544,0.029198703,0.009007168,-0.439000608
ILMN_1674128,0.088790844,-0.124721145,-0.104795439,-0.168358361,-0.468955105
ILMN_1757011,-0.035320295,-0.046791134,-0.054919372,-0.059648418,-0.54584266
ILMN_1786359,0.030046371,-0.167849715,0.043734254,-0.036434708,-0.597317674
ILMN_1724295,-0.00949861,-0.098946023,-0.09559465,-0.016401356,-0.632075102
ILMN_1803647,0.00929111,0.002880898,0.147631676,-0.337285282,-0.676064749
ILMN_2172202,0.136428545,0.151140816,0.083212007,-0.164776094,-0.522743903
ILMN_2076250,0.06004925,-0.165321524,-0.07832057,-0.010021712,-0.551205168
ILMN_3294074,0.059398665,0.03229446,-0.055760566,-0.037194549,-0.382642601
ILMN_3272476,0.00955854,0.031867242,0.065146517,0.20059097,-0.475467851
ILMN_2377862,0.077531234,0.050520394,0.09800318,0.095980541,-0.458955503
ILMN_1771861,0.015201576,0.036384457,0.126362442,-0.228875366,-0.510419951
ILMN_3225244,0.092317665,0.22778815,-0.047481694,0.022260263,-0.673650931
ILMN_2221006,-0.014030843,0.066573513,0.007659376,0.088913688,-0.478585534
ILMN_1774836,-0.004058324,-0.127498469,-0.122911029,-0.103321905,0.342398577
ILMN_1651228,0.149250909,-0.095691916,0.015331663,0.108245871,-0.446516642
ILMN_1783852,0.16418984,-0.143152645,-0.073925837,-0.035649793,-0.610915808
ILMN_2051373,-0.053934966,0.252816249,0.251492171,-0.071927414,-0.431113258
ILMN_2094587,-0.051569328,0.093437622,-0.021908971,-0.070803799,-0.52429526
ILMN_1672947,0.035292674,-0.14120939,-0.071696682,-0.173466341,-0.641974442
ILMN_1876124,-0.113244684,0.103121692,-0.095148568,-0.125955528,-0.327318591
ILMN_1793950,0.1388145,-0.346972726,-0.258324132,-0.234863441,-0.495787149
ILMN_2052383,-0.03215059,0.064668371,-0.131252699,-0.020055988,-0.557178734
ILMN_1681798,0.022502904,-0.132067301,0.066716914,-0.114853102,-0.338745928
ILMN_3237507,0.054545784,-0.172429857,-0.063704728,0.069455995,0.529522813
ILMN_1686573,-0.240890015,-0.126733945,-0.257230439,-0.132210158,0.436982159
ILMN_3210171,0.084843491,0.039032584,0.088211824,0.321445737,-0.53053704
ILMN_3229269,0.100730915,-0.267754339,-0.047334838,0.080404622,-0.559042612
ILMN_1758623,0.119926654,0.076281776,0.396662734,0.198188609,0.656023916
ILMN_1798940,0.169650944,0.211898233,-0.030999039,-0.166759324,-0.576658879
ILMN_1718128,0.099849153,0.10932485,-0.116001402,-0.178509042,-0.364592456
ILMN_1651496,0.157406655,0.12625648,0.493194268,0.165030393,0.773642453
ILMN_1765019,-0.171755175,-0.076287823,0.005300055,-0.100132128,-0.447316331
ILMN_1813240,0.157091153,0.113570055,-0.085408808,-0.114716942,-0.555720078
ILMN_1700811,0.033153394,-0.193865057,0.178253232,0.282196868,0.430709662
ILMN_1672331,0.08568475,-0.142408724,-0.11064714,-0.199002585,-0.378324056
ILMN_1805342,0.097232609,0.050817341,-0.24452032,0.020522168,-0.404751042
ILMN_1777286,0.234925362,0.018248086,-0.064613875,0.277565916,-0.541265203
ILMN_1686811,0.053429529,-0.339666149,-0.368159233,0.096593417,-0.656533821
ILMN_1743345,-0.162424143,-0.221187824,-0.237024624,-0.209141335,-0.380367359
ILMN_3293503,-0.051635436,-0.149369829,-0.104499358,0.135099482,-0.446811648
ILMN_1859573,0.251678657,0.004999467,0.135590661,0.174468203,0.429345177
ILMN_3279414,0.14157748,-0.212528896,-0.047606309,0.141123344,-0.598714142
ILMN_1655868,0.061621454,0.054114846,0.227526002,-0.012906357,-0.337051432
ILMN_1742324,0.04275749,-0.009301619,0.042533093,0.276143714,-0.582777216
ILMN_3289247,0.034608029,-0.30017974,0.03755096,-0.058819638,-0.381906057
ILMN_1704760,0.058565997,0.100620076,-0.01665378,-0.202562746,-0.490739245
