ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_2061950,0.14,-0.04,-0.29,-0.17,-0.03
ILMN_1788250,-0.06,0.04,-0.33,-0.27,-0.26
ILMN_1659936,-0.07,-0.03,0.4,-0.21,-0.14
ILMN_1696713,0.19,0.2,0.44,0.45,0.27
ILMN_1737947,0.15,0.09,0.28,-0.32,0.28
ILMN_2116556,0.15,0.09,0.28,-0.32,0.28
ILMN_1784661,-0.11,-0.19,-0.04,0.28,0.09
ILMN_2151281,0.11,-0.16,-0.23,-0.06,-0.02
ILMN_1809245,-0.04,0.01,0.25,0.06,0.03
ILMN_1728724,0.08,0,0.03,0.26,0.11
ILMN_1782750,0.16,0.23,0.41,0.66,0.26
ILMN_1805665,0.16,0.23,0.41,0.66,0.26
ILMN_1799667,-0.1,0.06,0.42,0.67,0.15
ILMN_2408102,0.03,-0.06,-0.11,0.25,0.2
ILMN_1695000,0.03,-0.06,-0.11,0.25,0.2
ILMN_1672571,0.03,-0.06,-0.11,0.25,0.2
ILMN_1708267,-0.14,-0.13,-0.09,-0.4,0.07
ILMN_1682226,-0.14,-0.13,-0.09,-0.4,0.07
ILMN_2405667,-0.14,-0.13,-0.09,-0.4,0.07
ILMN_2083833,-0.07,0.15,0.04,-0.29,-0.2
ILMN_1802450,-0.07,0.15,0.04,-0.29,-0.2
ILMN_3241970,0.13,-0.08,-0.07,-0.41,-0.12
ILMN_1769031,0.16,0.17,0.1,0.29,0.08
ILMN_1734696,0.18,-0.02,0.25,-0.11,0.09
ILMN_1683146,-0.19,-0.15,0.3,-0.69,-0.42
ILMN_2173835,0.24,-0.14,0.25,-0.59,-0.25
ILMN_1752728,0.17,0.05,-0.42,-0.19,-0.08
ILMN_1712894,0.15,-0.02,0.01,-0.26,0.06
ILMN_1794659,-0.04,-0.06,-0.27,0.5,0.11
ILMN_1693152,-0.04,0.06,-0.19,-0.42,-0.01
ILMN_1741422,-0.04,0.06,-0.19,-0.42,-0.01
ILMN_2154052,0.03,-0.09,0.26,-0.23,-0.08
ILMN_3241164,0.03,-0.09,0.26,-0.23,-0.08
ILMN_2154053,0.03,-0.09,0.26,-0.23,-0.08
ILMN_1719498,0.04,0.02,-0.12,0.31,0.23
ILMN_1653711,-0.15,-0.36,-0.26,-0.5,-0.28
ILMN_1724191,0.11,0.1,0.07,-0.41,0.1
ILMN_3262936,0.11,0.1,0.07,-0.41,0.1
ILMN_3186473,0.11,0.1,0.07,-0.41,0.1
ILMN_1708081,0.11,0.1,0.07,-0.41,0.1
ILMN_1691201,0.01,-0.05,-0.33,-0.22,-0.06
ILMN_1670189,0.01,-0.05,-0.33,-0.22,-0.06
ILMN_1672753,0.01,-0.05,-0.33,-0.22,-0.06
ILMN_1727249,0.01,-0.05,-0.33,-0.22,-0.06
ILMN_1767662,0.07,0.2,0.42,0.22,-0.17
ILMN_1697559,-0.13,-0.12,0.22,0.4,0.15
ILMN_2261122,-0.13,-0.12,0.22,0.4,0.15
ILMN_2347949,-0.13,-0.12,0.22,0.4,0.15
ILMN_1786843,-0.03,-0.03,0.25,0.24,-0.16
ILMN_1708950,0.23,0.17,0.26,0.5,0.19
ILMN_1662490,0.23,0.17,0.26,0.5,0.19
ILMN_1662390,0.23,0.17,0.26,0.5,0.19
ILMN_3248928,-0.07,-0.31,-0.52,-0.25,-0.27
ILMN_1685855,-0.07,-0.31,-0.52,-0.25,-0.27
ILMN_1757794,-0.01,0,-0.2,-0.34,-0.08
ILMN_1750338,-0.05,0.2,0.18,0.29,0.04
ILMN_2128639,-0.05,0.2,0.18,0.29,0.04
ILMN_1656186,0.11,0.08,0.23,0.18,0.06
ILMN_1743097,0.07,-0.1,0.29,0.38,0.22
ILMN_2166506,0.07,-0.1,0.29,0.38,0.22
ILMN_1765801,0.15,-0.21,0.03,-0.24,0.14
ILMN_2410783,0.15,-0.21,0.03,-0.24,0.14
ILMN_2395373,0.17,-0.19,0.08,-0.35,0.1
ILMN_2395375,0.17,-0.19,0.08,-0.35,0.1
ILMN_1658965,0.17,-0.19,0.08,-0.35,0.1
ILMN_1753877,-0.06,0.07,0.34,-0.26,-0.15
ILMN_1677880,-0.06,0.07,0.34,-0.26,-0.15
ILMN_1745779,-0.08,0.23,-0.15,-0.23,-0.25
ILMN_1700955,-0.08,0.23,-0.15,-0.23,-0.25
ILMN_1670149,-0.07,0.08,0.2,-0.07,-0.32
ILMN_3251751,0.06,0.03,-0.06,0.12,0.3
ILMN_2123119,0.06,0.03,-0.06,0.12,0.3
ILMN_1763196,-0.33,-0.25,-0.99,0.06,0.1
ILMN_1812859,-0.01,-0.03,-0.11,-0.3,-0.1
ILMN_1660973,-0.01,-0.03,-0.11,-0.3,-0.1
ILMN_2292646,-0.01,-0.03,-0.11,-0.3,-0.1
ILMN_3215374,-0.2,-0.08,-0.14,-0.13,-0.56
ILMN_2099301,-0.29,-0.13,0.1,0.4,0.12
ILMN_1779600,-0.06,-0.15,-0.31,-0.49,-0.17
ILMN_3257566,-0.06,-0.15,-0.31,-0.49,-0.17
ILMN_3180989,-0.06,-0.15,-0.31,-0.49,-0.17
ILMN_2352023,-0.06,-0.15,-0.31,-0.49,-0.17
ILMN_1722127,-0.05,0.19,0.04,0.24,-0.01
ILMN_1669745,-0.05,0.19,0.04,0.24,-0.01
ILMN_3245143,0.06,0.1,-0.01,0.36,0.24
ILMN_1724659,0.12,-0.04,0.35,0.02,0.04
ILMN_2113049,-0.07,-0.03,0.03,0.47,0.31
ILMN_1741727,-0.07,-0.03,0.03,0.47,0.31
ILMN_1745784,0.1,0.01,0.28,0.1,0.01
ILMN_1691410,-0.07,0.12,0.36,0.64,0.29
ILMN_1718731,-0.15,-0.14,0.64,0.58,0.44
ILMN_2353054,-0.15,-0.14,0.64,0.58,0.44
ILMN_2264029,-0.15,-0.14,0.64,0.58,0.44
ILMN_1714157,0.07,0.03,0.06,0.31,0.2
ILMN_1792168,0.07,0.03,0.06,0.31,0.2
ILMN_1777523,0.07,0.03,0.06,0.31,0.2
ILMN_1794056,-0.3,-0.16,0.29,-0.1,0.08
ILMN_1663722,-0.3,-0.16,0.29,-0.1,0.08
ILMN_1671235,-0.3,-0.16,0.29,-0.1,0.08
ILMN_1724221,-0.3,-0.16,0.29,-0.1,0.08
ILMN_1688639,0.03,-0.11,-0.3,-0.04,0.06
ILMN_1703683,0.11,-0.04,0.34,0.24,0.13
ILMN_1656285,0.21,-0.02,-0.3,-0.58,0.09
ILMN_1753370,0.01,0.07,0.36,0.27,0.17
ILMN_1673604,0.2,-0.04,0.08,-0.28,0
ILMN_1793894,0,0.08,0.01,-0.24,-0.02
ILMN_1659682,-0.19,-0.21,-0.18,-0.27,-0.13
ILMN_1732514,-0.19,-0.21,-0.18,-0.27,-0.13
ILMN_1723124,-0.19,-0.21,-0.18,-0.27,-0.13
ILMN_1656557,0.06,0.16,-0.21,-0.34,0.13
ILMN_2385318,0.06,0.16,-0.21,-0.34,0.13
ILMN_1797453,0.06,0.16,-0.21,-0.34,0.13
ILMN_1781151,0.06,0.16,-0.21,-0.34,0.13
ILMN_1685371,0.36,0.12,-0.36,0.01,-0.14
ILMN_2345872,0.36,0.12,-0.36,0.01,-0.14
ILMN_1685088,-0.04,0.19,-0.11,0.32,-0.24
ILMN_1771462,-0.04,0.19,-0.11,0.32,-0.24
ILMN_1803213,0.11,-0.07,-0.22,-0.72,-0.17
ILMN_1744611,0.18,0.03,0.34,0.09,0.12
ILMN_1780667,0.06,0.24,0.42,0.3,0.32
ILMN_1788410,0.03,0.07,-0.05,-0.37,-0.08
ILMN_1658356,0.03,0.07,-0.05,-0.37,-0.08
ILMN_1723846,-0.09,0.04,-0.12,-0.38,-0.12
ILMN_1680231,-0.09,0.04,-0.12,-0.38,-0.12
ILMN_1798659,0.01,-0.09,-0.26,-0.32,0.03
ILMN_1772521,-0.14,0.28,0.59,0.26,-0.06
ILMN_2327203,-0.16,0.09,-0.3,-0.26,0.05
ILMN_1692041,-0.16,0.09,-0.3,-0.26,0.05
ILMN_2287707,-0.16,0.09,-0.3,-0.26,0.05
ILMN_1672336,-0.07,0.05,-0.29,-0.11,-0.03
ILMN_2354515,-0.07,0.05,-0.29,-0.11,-0.03
ILMN_1691557,-0.07,0.05,-0.29,-0.11,-0.03
ILMN_2275560,-0.07,0.05,-0.29,-0.11,-0.03
ILMN_1702120,-0.07,0.05,-0.29,-0.11,-0.03
ILMN_1679358,-0.05,0.02,0.07,0.28,0.18
ILMN_1688005,0.04,-0.13,-0.4,-0.15,-0.08
ILMN_1800700,0.04,-0.13,-0.4,-0.15,-0.08
ILMN_2081087,0.04,-0.13,-0.4,-0.15,-0.08
ILMN_1760110,0.04,-0.13,-0.4,-0.15,-0.08
ILMN_1815184,-0.25,-0.04,0.03,0.39,0.37
ILMN_2276820,0.13,0.08,0.24,-0.18,-0.13
ILMN_1830362,0.13,0.08,0.24,-0.18,-0.13
ILMN_1739210,0.13,0.08,0.24,-0.18,-0.13
ILMN_1844862,0.13,0.08,0.24,-0.18,-0.13
ILMN_2376160,0.13,0.08,0.24,-0.18,-0.13
ILMN_2188521,0.3,0.08,-0.24,-0.45,-0.16
ILMN_1727633,0.3,0.08,-0.24,-0.45,-0.16
ILMN_1716089,0.01,0.06,0.1,0.21,-0.04
ILMN_1343295,0.3,-0.27,0.38,-0.39,-0.39
ILMN_1802252,0.3,-0.27,0.38,-0.39,-0.39
ILMN_2038778,0.3,-0.27,0.38,-0.39,-0.39
ILMN_2061185,0.08,-0.03,0.04,-0.25,-0.1
ILMN_1803005,-0.06,0.04,-0.25,-0.02,0.01
ILMN_1707901,0,0,0.13,0.25,0.07
ILMN_1801443,-0.06,0.01,-0.17,0.35,0.03
ILMN_2230016,-0.36,0.13,-0.66,0.38,0.19
ILMN_1661799,-0.36,0.13,-0.66,0.38,0.19
ILMN_1674522,-0.36,0.13,-0.66,0.38,0.19
ILMN_1789733,0.08,-0.15,-0.51,-0.21,-0.07
ILMN_1668639,-0.09,0.05,0.46,0.24,-0.07
ILMN_1678619,0.03,-0.06,-0.22,-0.31,-0.09
ILMN_3239775,0.06,-0.16,-0.3,-0.41,0.05
ILMN_1665095,0.16,-0.01,-0.02,-0.32,0.07
ILMN_2128795,0.04,-0.06,-0.11,-0.43,0.11
ILMN_1707342,0.04,-0.06,-0.11,-0.43,0.11
ILMN_2353978,-0.1,-0.07,-0.04,0.46,0.33
ILMN_1739594,-0.1,-0.07,-0.04,0.46,0.33
ILMN_2175317,0.23,0.07,-0.73,-0.19,0.23
ILMN_1669338,0.23,0.07,-0.73,-0.19,0.23
ILMN_1718449,0.12,0.01,0.35,0.14,0.07
ILMN_1688070,0.12,0.01,0.35,0.14,0.07
ILMN_1681899,0.12,0.01,0.35,0.14,0.07
ILMN_2077504,0.11,-0.08,-0.28,-0.27,-0.15
ILMN_1760360,0.11,-0.08,-0.28,-0.27,-0.15
ILMN_3243686,0.11,-0.08,-0.28,-0.27,-0.15
ILMN_1727098,-0.04,-0.35,-0.49,-0.2,0.09
ILMN_1682139,-0.2,0.12,0.18,0.86,0.02
ILMN_1686254,0.07,-0.09,-0.09,-0.29,-0.21
ILMN_2089340,0.07,-0.09,-0.09,-0.29,-0.21
ILMN_1666191,-0.16,-0.05,-0.06,0.61,0.13
ILMN_1770665,0.03,-0.16,-0.17,-0.28,-0.17
ILMN_2370160,0.03,-0.16,-0.17,-0.28,-0.17
ILMN_1678922,0.03,-0.16,-0.17,-0.28,-0.17
ILMN_1747759,0.26,-0.04,-0.05,-0.5,0.2
ILMN_1664802,0.26,-0.04,-0.05,-0.5,0.2
ILMN_2415748,0.26,-0.04,-0.05,-0.5,0.2
ILMN_1809040,0.06,-0.03,0.24,0.29,0.13
ILMN_1746243,-0.04,-0.11,0.35,0.04,-0.27
ILMN_2311796,-0.04,-0.11,0.35,0.04,-0.27
ILMN_2311798,-0.04,-0.11,0.35,0.04,-0.27
ILMN_1745420,0.17,0.13,0.37,0.35,0.23
ILMN_1713249,0.17,0.13,0.37,0.35,0.23
ILMN_1756676,0.17,0.13,0.37,0.35,0.23
ILMN_1814710,0.09,-0.13,-0.44,-0.44,-0.12
ILMN_1771026,-0.19,0.11,0.38,0.07,-0.18
ILMN_1781457,-0.11,0.09,0.18,-0.4,0.1
ILMN_2249288,-0.11,0.09,0.18,-0.4,0.1
ILMN_2249282,-0.11,0.09,0.18,-0.4,0.1
ILMN_2062701,0.22,-0.25,-0.46,-0.75,0.24
ILMN_1772910,0.22,-0.25,-0.46,-0.75,0.24
ILMN_1754370,0.09,-0.17,-0.17,-0.2,-0.2
ILMN_2354222,0.09,-0.17,-0.17,-0.2,-0.2
ILMN_1676907,0.09,-0.17,-0.17,-0.2,-0.2
ILMN_1795448,-0.04,-0.03,0.08,0.28,0.13
ILMN_1704537,-0.01,0.46,1.34,0.54,0.26
ILMN_2210581,0.17,-0.15,0.34,0.12,0.03
ILMN_1727704,0.08,-0.1,-0.1,-0.21,-0.16
ILMN_1698140,0.08,-0.1,-0.1,-0.21,-0.16
ILMN_1735051,-0.08,0.13,-0.28,0.11,0.14
ILMN_2378100,-0.08,0.13,-0.28,0.11,0.14
ILMN_1673370,-0.08,0.13,-0.28,0.11,0.14
ILMN_1770641,-0.11,-0.08,-0.2,-0.29,-0.1
ILMN_1771664,-0.01,-0.01,0.1,0.26,0.07
ILMN_2049021,-0.22,-0.11,0.45,0.55,0.3
ILMN_1777881,-0.08,0.01,0.09,0.32,0.32
ILMN_2374383,-0.08,0.01,0.09,0.32,0.32
ILMN_1717063,0.06,-0.04,-0.26,-0.17,-0.04
ILMN_1777180,0.06,-0.04,-0.26,-0.17,-0.04
ILMN_1702928,0.06,-0.04,-0.26,-0.17,-0.04
ILMN_1667120,0.06,-0.04,-0.26,-0.17,-0.04
ILMN_1755811,-0.07,-0.07,0.12,-0.28,-0.18
ILMN_1757355,-0.07,-0.07,0.12,-0.28,-0.18
ILMN_1656691,-0.07,-0.07,0.12,-0.28,-0.18
ILMN_2131523,-0.15,-0.06,0.09,-0.27,0.08
ILMN_1738832,-0.15,-0.06,0.09,-0.27,0.08
ILMN_1718706,-0.01,0.06,0.28,-0.01,-0.06
ILMN_2364110,0.13,0.01,-0.04,0.3,0.34
ILMN_1755123,0.13,0.01,-0.04,0.3,0.34
ILMN_1778611,-0.13,-0.17,-0.27,-0.33,-0.1
ILMN_1701114,-0.27,0.21,0.21,0.56,0.47
ILMN_2148785,-0.27,0.21,0.21,0.56,0.47
ILMN_1790659,-0.09,0.2,0.17,0.33,0.09
ILMN_2324056,-0.09,0.2,0.17,0.33,0.09
ILMN_1806106,-0.09,0.2,0.17,0.33,0.09
ILMN_1803647,0.09,-0.25,-0.28,-0.81,-0.11
ILMN_1683752,0.12,0.09,-0.14,0.43,0.34
ILMN_1715189,0.12,0.09,-0.14,0.43,0.34
ILMN_2404688,-0.11,-0.36,0.86,0.06,-0.11
ILMN_1810560,-0.11,-0.36,0.86,0.06,-0.11
ILMN_1655720,0.14,-0.02,0.06,0.24,0.04
ILMN_3302919,-0.16,-0.06,-0.33,0.31,-0.12
ILMN_1810289,-0.16,-0.06,-0.33,0.31,-0.12
ILMN_2370976,-0.16,-0.06,-0.33,0.31,-0.12
ILMN_1765332,-0.11,0.22,0.38,0.26,0.25
ILMN_1725485,0.02,0.03,-0.12,0.37,0.1
ILMN_1674411,0.21,0.07,0.13,0.39,0.08
ILMN_2181060,0.21,0.07,0.13,0.39,0.08
ILMN_1722838,-0.06,0.12,0.21,0.31,-0.05
ILMN_1734153,-0.04,-0.01,0.27,-0.07,-0.13
ILMN_1686326,0.12,-0.16,-0.29,-0.19,0.1
ILMN_1735075,0.12,-0.16,-0.29,-0.19,0.1
ILMN_1737416,0.02,0.08,0.03,0.22,0.04
ILMN_2220184,-0.11,0.04,0.37,0.28,-0.07
ILMN_2220187,-0.11,0.04,0.37,0.28,-0.07
ILMN_2123431,-0.05,0.05,0.15,-0.25,0.1
ILMN_1661000,-0.05,0.05,0.15,-0.25,0.1
ILMN_1712231,0.05,0.03,0.03,-0.4,-0.05
ILMN_1787326,0.06,0.03,0.22,0.36,0.11
ILMN_1766221,0.12,-0.32,0.48,0.25,0.28
ILMN_1705629,-0.02,0.09,0.3,0.52,0.21
ILMN_1772260,-0.02,0.09,0.3,0.52,0.21
ILMN_1733094,-0.02,0.09,0.3,0.52,0.21
ILMN_2244631,-0.02,0.09,0.3,0.52,0.21
ILMN_2296450,0.08,-0.08,0.05,0.24,0.15
ILMN_2413473,0.08,-0.08,0.05,0.24,0.15
ILMN_1659354,0.08,-0.08,0.05,0.24,0.15
ILMN_1661113,0.08,-0.08,0.05,0.24,0.15
ILMN_1685415,0.11,-0.23,-0.43,-0.35,-0.18
ILMN_2160764,0.11,-0.23,-0.43,-0.35,-0.18
ILMN_1775036,0,-0.1,0.05,0.08,0.28
ILMN_2174296,0.09,-0.04,0.02,-0.26,0.09
ILMN_2370091,0.17,0.12,-0.16,-0.32,-0.12
ILMN_1770537,0.17,0.12,-0.16,-0.32,-0.12
ILMN_1729208,0.17,0.12,-0.16,-0.32,-0.12
ILMN_1730539,0.03,-0.12,-0.28,-0.35,-0.2
ILMN_1724699,0.09,0.08,-0.16,-0.26,0.11
ILMN_2225595,0.09,0.08,-0.16,-0.26,0.11
ILMN_1750188,0.06,0.09,0.25,0.11,0.17
ILMN_2281320,0.06,0.09,0.25,0.11,0.17
ILMN_1691539,0.06,0.09,0.25,0.11,0.17
ILMN_2404625,0.06,0.09,0.25,0.11,0.17
ILMN_1772627,0.06,-0.1,-0.32,-0.38,-0.13
ILMN_1687785,0.06,-0.1,-0.3,-0.29,-0.08
ILMN_2342455,0.06,-0.1,-0.3,-0.29,-0.08
ILMN_1755041,0.06,-0.1,-0.3,-0.29,-0.08
ILMN_2334531,-0.09,0.07,0.28,0.65,0.14
ILMN_1789575,-0.09,0.07,0.28,0.65,0.14
ILMN_1731525,-0.09,0.07,0.28,0.65,0.14
ILMN_2280911,-0.05,-0.21,-0.32,-0.23,-0.4
ILMN_1796075,-0.05,-0.21,-0.32,-0.23,-0.4
ILMN_1703379,-0.05,-0.21,-0.32,-0.23,-0.4
ILMN_2383107,-0.05,-0.21,-0.32,-0.23,-0.4
ILMN_2170813,-0.29,0.51,1.01,0.7,0.46
ILMN_2170814,-0.29,0.51,1.01,0.7,0.46
ILMN_2130525,0.06,0.1,-0.12,0.37,0.27
ILMN_1669881,0.06,0.1,-0.12,0.37,0.27
ILMN_1691340,-0.2,0.18,0.1,0.3,-0.02
ILMN_1726574,-0.2,0.18,0.1,0.3,-0.02
ILMN_1705141,-0.2,0.18,0.1,0.3,-0.02
ILMN_1700625,0.16,0.03,-0.18,-0.36,-0.06
ILMN_1679188,0.16,0.03,-0.18,-0.36,-0.06
ILMN_2299843,0.16,0.03,-0.18,-0.36,-0.06
ILMN_1700310,-0.04,-0.18,-0.33,0.46,0.09
ILMN_1705107,-0.04,-0.18,-0.33,0.46,0.09
ILMN_2277246,-0.04,-0.18,-0.33,0.46,0.09
ILMN_2376822,-0.04,-0.18,-0.33,0.46,0.09
ILMN_1673676,0.16,0.23,0.21,0.57,0.15
ILMN_1709772,0.16,0.23,0.21,0.57,0.15
ILMN_1659610,-0.04,-0.24,-0.43,-0.07,-0.25
ILMN_1766637,0.02,0.09,0.18,0.43,0.16
ILMN_1788109,-0.04,0,0.08,0.26,0.04
ILMN_1730816,0.17,0.08,-0.15,-0.35,0.14
ILMN_1686095,0.17,0.08,-0.15,-0.35,0.14
ILMN_1671893,-0.17,-0.1,-0.13,-0.57,-0.25
ILMN_1762932,-0.17,-0.1,-0.13,-0.57,-0.25
ILMN_1656621,-0.17,-0.1,-0.13,-0.57,-0.25
ILMN_1680111,0.16,-0.28,-0.21,-0.26,-0.34
ILMN_3247728,-0.02,-0.07,-0.29,0.04,-0.12
ILMN_1811997,-0.02,-0.07,-0.29,0.04,-0.12
ILMN_1788547,-0.17,0.12,-0.15,0.43,0.13
ILMN_2225974,-0.17,0.12,-0.15,0.43,0.13
ILMN_1652505,-0.07,0.14,0.21,0.35,-0.06
ILMN_1806754,0.04,-0.19,-0.56,-0.4,0.03
ILMN_2124951,-0.13,-0.07,-0.36,-0.09,-0.18
ILMN_2217289,-0.23,-0.11,0.73,0.85,0.18
ILMN_1791328,-0.14,0.07,0.11,0.41,0
ILMN_1724333,-0.24,0.05,-0.02,0.37,0.15
ILMN_1727577,-0.17,-0.09,-0.13,-0.1,-0.36
ILMN_1737308,-0.09,0.12,-0.05,0.25,0.51
ILMN_1773963,0,-0.05,-0.1,0.22,0
ILMN_1652003,-0.11,0.06,-0.48,-0.11,-0.09
ILMN_1757074,-0.11,0.06,-0.48,-0.11,-0.09
ILMN_2091100,0.05,0,-0.25,-0.13,0.03
ILMN_1744517,-0.07,0.08,-0.34,-0.22,-0.03
ILMN_2073157,0.12,0.07,0.09,-0.32,0.02
ILMN_1694882,0.12,0.07,0.09,-0.32,0.02
ILMN_1747935,-0.02,-0.14,-0.13,-0.33,-0.03
ILMN_1656145,-0.12,0.22,0.43,0.54,0.05
ILMN_1801348,0.02,-0.02,0.17,0.28,0.09
ILMN_1806607,-0.19,0,0.39,0.59,0.27
ILMN_1706261,-0.09,0.08,-0.14,0.28,-0.05
ILMN_1678928,-0.09,0.08,-0.14,0.28,-0.05
ILMN_1661200,-0.09,0.08,-0.14,0.28,-0.05
ILMN_1667887,-0.09,0.08,-0.14,0.28,-0.05
ILMN_1654735,-0.09,0.08,-0.14,0.28,-0.05
ILMN_1663699,-0.09,0.08,-0.14,0.28,-0.05
ILMN_1762606,0.05,-0.02,-0.05,-0.22,-0.03
ILMN_1681780,0.19,0.51,0.98,0.3,0.28
ILMN_1791366,0.22,-0.15,-0.09,-0.57,-0.04
ILMN_2096031,-0.06,0.1,0.32,0.72,0.25
ILMN_2287276,-0.18,0.16,-0.12,0.29,-0.02
ILMN_1763603,-0.18,0.16,-0.12,0.29,-0.02
ILMN_2394438,-0.18,0.16,-0.12,0.29,-0.02
ILMN_1664960,0.05,-0.02,0.46,0.09,-0.05
ILMN_1759411,-0.06,0.17,0.45,0.21,0
ILMN_2057566,0.24,0.12,0.36,0.5,0.27
ILMN_1836744,0.24,0.12,0.36,0.5,0.27
ILMN_1730964,-0.01,0.03,-0.02,-0.42,-0.08
ILMN_1657509,0.1,-0.03,0.35,0.27,0.23
ILMN_1775498,0.1,0.08,0.66,0.29,0.16
ILMN_1712985,0.12,-0.12,-0.3,-0.36,-0.15
ILMN_1700515,0.12,-0.12,-0.3,-0.36,-0.15
ILMN_2398926,0.12,-0.12,-0.3,-0.36,-0.15
ILMN_1688997,0.12,-0.12,-0.3,-0.36,-0.15
ILMN_1741924,0.12,-0.12,-0.3,-0.36,-0.15
ILMN_1788394,0.04,0.08,0.04,0.27,-0.01
ILMN_1676192,-0.14,-0.1,-0.03,-0.29,-0.24
ILMN_2102201,-0.02,0.01,0.29,0.22,0.06
ILMN_1805973,-0.02,0.01,0.29,0.22,0.06
ILMN_1721583,0.11,-0.07,0.33,-0.09,0.09
ILMN_1786707,0.11,-0.07,0.33,-0.09,0.09
ILMN_1673073,0.14,0.15,0.47,0.36,0.09
ILMN_2222880,-0.12,-0.14,-0.22,-0.27,-0.05
ILMN_1763464,-0.12,-0.14,-0.22,-0.27,-0.05
ILMN_1667858,0.1,-0.11,-0.16,-0.36,0.18
ILMN_2379313,0.1,-0.11,-0.16,-0.36,0.18
ILMN_2278653,0.1,-0.11,-0.16,-0.36,0.18
ILMN_1709399,0.09,-0.11,-0.07,-0.31,-0.08
ILMN_1733453,0.22,-0.05,0.03,-0.51,0.17
ILMN_1743373,0.09,-0.19,-0.34,-0.4,-0.17
ILMN_1665435,-0.11,-0.2,-0.26,-0.3,-0.25
ILMN_1795298,-0.11,-0.2,-0.26,-0.3,-0.25
ILMN_2384056,-0.11,-0.2,-0.26,-0.3,-0.25
ILMN_1671387,-0.12,-0.16,-0.34,-0.08,-0.06
ILMN_1771393,-0.12,-0.16,-0.34,-0.08,-0.06
ILMN_1754423,-0.12,-0.16,-0.34,-0.08,-0.06
ILMN_2246105,-0.12,-0.16,-0.34,-0.08,-0.06
ILMN_1753472,0.08,-0.06,-0.33,-0.33,-0.01
ILMN_2261973,-0.06,0.09,0.04,0.28,0.14
ILMN_1679912,-0.06,0.09,0.04,0.28,0.14
ILMN_2349610,-0.06,0.09,0.04,0.28,0.14
ILMN_2054607,-0.02,0.16,0,0.31,0.14
ILMN_1710479,0.01,0.18,0.29,0.18,0.12
ILMN_1776213,0.01,0.18,0.29,0.18,0.12
ILMN_1773696,0.01,0.18,0.29,0.18,0.12
ILMN_3216336,0.13,-0.1,-0.13,-0.69,-0.34
ILMN_3284404,0.13,-0.1,-0.13,-0.69,-0.34
ILMN_3248773,0.02,0.33,0.65,0.37,0.25
ILMN_1684114,0.1,0,0.28,-0.25,-0.07
ILMN_1693210,0.03,-0.03,0.14,0.26,0.2
ILMN_1761138,0.06,0.05,0.4,0.21,-0.01
ILMN_1754576,-0.32,-0.3,0.06,0.76,-0.07
ILMN_1681802,0.08,-0.02,0.4,0.41,-0.1
ILMN_2357015,0.08,-0.02,0.4,0.41,-0.1
ILMN_1795257,0.11,-0.2,-0.1,-0.42,0.09
ILMN_2133205,0.13,0.04,-0.03,0.45,0.32
ILMN_2378952,0.03,-0.08,-0.02,-0.37,-0.33
ILMN_1734353,0.03,-0.08,-0.02,-0.37,-0.33
ILMN_1678799,0.13,0.06,0.27,0.12,0.11
ILMN_1769412,0.13,0.06,0.27,0.12,0.11
ILMN_1695282,0.13,0.06,0.27,0.12,0.11
ILMN_1738866,0,0,-0.1,-0.29,0.09
ILMN_1756352,-0.16,-0.1,-0.41,-0.12,-0.1
ILMN_3236928,-0.16,-0.1,-0.41,-0.12,-0.1
ILMN_1724250,0.06,-0.21,-0.14,-0.38,-0.11
ILMN_1811702,0.06,-0.21,-0.14,-0.38,-0.11
ILMN_2213297,-0.03,-0.17,-0.44,-0.33,-0.14
ILMN_1664738,-0.03,-0.17,-0.44,-0.33,-0.14
ILMN_1779163,-0.02,0.04,-0.24,-0.23,0.04
ILMN_1721337,0.22,-0.11,0.34,0.18,0.08
ILMN_2121282,0.22,-0.11,0.34,0.18,0.08
ILMN_1785191,-0.09,0.13,-0.33,-0.06,0.05
ILMN_1661376,0.11,-0.13,-0.32,-0.24,-0.12
ILMN_2396697,0.11,-0.13,-0.32,-0.24,-0.12
ILMN_1666934,0.11,-0.13,-0.32,-0.24,-0.12
ILMN_2396702,0.11,-0.13,-0.32,-0.24,-0.12
ILMN_2254123,-0.04,-0.11,-0.35,-0.34,-0.26
ILMN_1655504,-0.04,-0.11,-0.35,-0.34,-0.26
ILMN_1743753,-0.04,-0.11,-0.35,-0.34,-0.26
ILMN_1751816,0.21,0.1,0.14,-0.5,-0.05
ILMN_2170515,0.13,0.08,0.1,0.31,0.04
ILMN_1776598,0.13,0.08,0.1,0.31,0.04
ILMN_2300396,0.03,0.11,-0.06,0.23,0.13
ILMN_2235454,0.03,0.11,-0.06,0.23,0.13
ILMN_1662463,0.03,0.11,-0.06,0.23,0.13
ILMN_1655114,0,0.16,0.11,0.44,0.15
ILMN_1657045,0,0.16,0.11,0.44,0.15
ILMN_1672878,0,0.16,0.11,0.44,0.15
ILMN_1672553,0.18,0.24,0.41,0.68,0.24
ILMN_2330307,0.18,0.24,0.41,0.68,0.24
ILMN_1658407,0.18,0.24,0.41,0.68,0.24
ILMN_1762319,0.18,0.24,0.41,0.68,0.24
ILMN_2048700,0.11,0.43,0.34,0.38,0.21
ILMN_1806312,-0.06,-0.14,-0.36,-0.22,-0.1
