ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_2252136,-0.17,0.08,-0.32,0.08,-0.48
ILMN_1805536,-0.17,0.08,-0.32,0.08,-0.48
ILMN_1728512,-0.06,0.18,0.24,0.5,0.23
ILMN_1793578,0.02,-0.06,0.02,-0.34,-0.08
ILMN_1693039,0.03,-0.03,0.28,0.11,-0.03
ILMN_1758806,0.02,-0.13,-0.08,-0.42,-0.19
ILMN_3250984,-0.16,0.11,0.16,-0.42,-0.14
ILMN_1769319,-0.16,0.11,0.16,-0.42,-0.14
ILMN_2169839,-0.16,0.11,0.16,-0.42,-0.14
ILMN_3250201,-0.16,0.11,0.16,-0.42,-0.14
ILMN_1784577,-0.07,-0.17,-0.15,-0.3,-0.29
ILMN_1713992,0.12,-0.03,0.14,-0.44,0.06
ILMN_1669275,0.12,-0.03,0.14,-0.44,0.06
ILMN_2332795,0.12,-0.03,0.14,-0.44,0.06
ILMN_1662795,-0.19,0.26,-0.07,0.68,-0.11
ILMN_2199439,-0.19,0.26,-0.07,0.68,-0.11
ILMN_1674399,-0.09,-0.1,-0.24,0.16,0.06
ILMN_1809859,0.11,-0.08,0.13,-0.35,-0.15
ILMN_2143822,-0.02,-0.3,-0.47,-0.33,-0.54
ILMN_1705310,-0.11,0.03,0.07,-0.32,-0.13
ILMN_1802888,-0.24,-0.14,-0.18,0.54,0.06
ILMN_1651905,-0.07,-0.1,-0.27,-0.16,0.03
ILMN_1760982,-0.07,-0.1,-0.27,-0.16,0.03
ILMN_1669516,-0.11,-0.07,-0.03,-0.22,-0.17
ILMN_1688515,0.15,0.25,0.35,0.15,0.19
ILMN_1661636,-0.16,-0.18,-0.29,-0.1,-0.07
ILMN_2403823,-0.16,-0.18,-0.29,-0.1,-0.07
ILMN_1758337,0.02,0.02,0.32,0.21,0.1
ILMN_1661293,-0.03,-0.16,-0.32,-0.35,-0.14
ILMN_2363273,0.05,-0.29,-0.15,-0.4,0.02
ILMN_1692133,0.05,-0.29,-0.15,-0.4,0.02
ILMN_1790918,0.05,0.11,-0.25,-0.13,-0.12
ILMN_1745021,0.12,0.19,-0.13,0.3,0.2
ILMN_2067852,0.12,0.19,-0.13,0.3,0.2
ILMN_2290547,0.09,-0.15,0.15,0.32,-0.17
ILMN_2360054,0.09,-0.15,0.15,0.32,-0.17
ILMN_1812262,0.09,-0.15,0.15,0.32,-0.17
ILMN_1745501,0.05,-0.08,-0.22,-0.51,-0.1
ILMN_1677765,-0.34,0.03,0.13,0.77,0.31
ILMN_2302654,-0.34,0.03,0.13,0.77,0.31
ILMN_1781680,0.03,0,0.01,0.33,0.1
ILMN_2195482,-0.01,-0.17,-0.41,-0.45,-0.27
ILMN_1742981,0.3,0.56,0.19,0.32,-0.29
ILMN_2148819,0.3,0.56,0.19,0.32,-0.29
ILMN_2246410,-0.29,-0.27,-0.5,0.24,-0.1
ILMN_2320888,-0.29,-0.27,-0.5,0.24,-0.1
ILMN_1801584,-0.29,-0.27,-0.5,0.24,-0.1
ILMN_1703178,-0.14,0.21,0.52,0.62,0.32
ILMN_2365549,-0.09,0.12,0.3,0.19,-0.17
ILMN_1669308,-0.09,0.12,0.3,0.19,-0.17
ILMN_1732452,-0.06,-0.01,0.01,0.28,0.2
ILMN_1753353,0.24,0.08,0.24,0.34,-0.12
ILMN_2055700,0.24,0.08,0.24,0.34,-0.12
ILMN_1739558,-0.01,-0.18,-0.39,-0.25,-0.06
ILMN_1659541,-0.01,-0.18,-0.39,-0.25,-0.06
ILMN_1808613,-0.01,-0.18,-0.39,-0.25,-0.06
ILMN_2404548,-0.01,-0.18,-0.39,-0.25,-0.06
ILMN_1776490,0.06,0.14,0.37,0.35,0.27
ILMN_1810992,0.27,0.09,0.34,0.16,0.21
ILMN_1787280,-0.11,0.05,0.47,0.18,0.03
ILMN_1746598,-0.14,-0.08,0.3,0.12,0.06
ILMN_2375651,-0.14,-0.08,0.3,0.12,0.06
ILMN_2101526,0.07,0.2,0.37,0.49,0.05
ILMN_1745005,0.07,0.2,0.37,0.49,0.05
ILMN_2368718,0.16,0.29,0.63,0.35,0.15
ILMN_1668814,0.16,0.29,0.63,0.35,0.15
ILMN_2368721,0.16,0.29,0.63,0.35,0.15
ILMN_1692511,0.17,0.19,0.43,0.1,0.23
ILMN_1792495,-0.26,-0.51,-0.26,-0.42,-0.28
ILMN_1714567,-0.26,-0.51,-0.26,-0.42,-0.28
ILMN_1752159,-0.26,-0.51,-0.26,-0.42,-0.28
ILMN_1737813,0.1,0.19,0.34,-0.08,-0.07
ILMN_1704980,0.1,0.19,0.34,-0.08,-0.07
ILMN_1669577,0.1,0.19,0.34,-0.08,-0.07
ILMN_1788288,0.1,0.19,0.34,-0.08,-0.07
ILMN_3247882,0.1,0.19,0.34,-0.08,-0.07
ILMN_1700076,0.1,0.19,0.34,-0.08,-0.07
ILMN_1786326,-0.12,0.19,0.36,0.18,-0.05
ILMN_1703013,0.08,-0.06,0.29,0.36,0.18
ILMN_1806068,0.08,-0.06,0.29,0.36,0.18
ILMN_1733107,0.08,-0.06,0.29,0.36,0.18
ILMN_1717805,0.08,-0.06,0.29,0.36,0.18
ILMN_1700546,0.27,0.16,-0.08,-0.31,0.17
ILMN_2111187,0.27,0.16,-0.08,-0.31,0.17
ILMN_1776577,0.13,0.33,0.43,0.29,0.17
ILMN_1792681,-0.04,0.11,0.4,0.36,-0.18
ILMN_1739345,0.1,0.03,0.12,0.53,0.15
ILMN_1795342,-0.03,-0.01,-0.58,-0.2,0.06
ILMN_1738669,0.15,0.06,0.08,0.26,-0.19
ILMN_1671728,0.15,0.06,0.08,0.26,-0.19
ILMN_1773347,0.15,0.06,0.08,0.26,-0.19
ILMN_1739241,0.03,0.15,0.5,-0.06,0.07
ILMN_1782618,0.09,-0.02,0.39,-0.04,-0.12
ILMN_3235027,0.18,-0.16,-0.31,-0.66,-0.04
ILMN_2063114,0.18,-0.16,-0.31,-0.66,-0.04
ILMN_1762787,-0.11,-0.07,0.19,0.43,0
ILMN_1691526,-0.08,0.13,-0.28,0.21,-0.24
ILMN_2268068,-0.08,0.13,-0.28,0.21,-0.24
ILMN_2360229,-0.08,0.13,-0.28,0.21,-0.24
ILMN_1747630,0.13,0.15,0.28,-0.07,0.16
ILMN_1746135,-0.1,-0.06,-0.18,-0.25,0
ILMN_1722218,-0.02,-0.16,-0.34,-0.14,-0.17
ILMN_2372398,0.41,0.12,-0.23,-0.62,-0.03
ILMN_2372403,0.41,0.12,-0.23,-0.62,-0.03
ILMN_1774901,-0.08,-0.09,-0.06,0.56,0.13
ILMN_1731870,-0.08,-0.09,-0.06,0.56,0.13
ILMN_1708041,-0.07,0.24,0.4,0.41,0.26
ILMN_1790202,-0.02,0.06,0.29,0.07,0.13
ILMN_2219351,0.03,0.16,0.3,0.27,0.12
ILMN_1787477,0.03,0.16,0.3,0.27,0.12
ILMN_1748707,-0.05,-0.11,0.25,0.45,0.2
ILMN_1735353,0.01,0.14,-0.03,0.23,-0.12
ILMN_1726809,0.09,-0.1,-0.31,-0.3,-0.08
ILMN_2382290,0.08,-0.16,-0.23,-0.57,-0.17
ILMN_1761321,0.08,-0.16,-0.23,-0.57,-0.17
ILMN_2411935,0.08,-0.16,-0.23,-0.57,-0.17
ILMN_1651365,0.09,-0.06,-0.45,-0.29,-0.15
ILMN_1680037,-0.05,-0.12,0.05,0.25,0.36
ILMN_1745573,-0.06,0.17,0.34,0.33,0.2
ILMN_1668606,-0.06,0.17,0.34,0.33,0.2
ILMN_1753064,-0.06,0.17,0.34,0.33,0.2
ILMN_1742135,0.23,-0.15,-0.08,-0.35,-0.03
ILMN_1768732,0.23,-0.15,-0.08,-0.35,-0.03
ILMN_1790704,0.23,-0.15,-0.08,-0.35,-0.03
ILMN_1755882,0.06,-0.04,0.07,-0.44,-0.22
ILMN_2070210,0.06,-0.04,0.07,-0.44,-0.22
ILMN_1733523,0.11,-0.06,0.05,-0.33,-0.27
ILMN_1685446,0.11,-0.06,0.05,-0.33,-0.27
ILMN_1801109,0.11,-0.06,0.05,-0.33,-0.27
ILMN_1801118,-0.03,0.17,-0.05,0.28,0.11
ILMN_3238712,-0.03,0.17,-0.05,0.28,0.11
ILMN_1798108,-0.11,-0.02,-0.14,-0.39,-0.06
ILMN_2186678,-0.11,-0.02,-0.14,-0.39,-0.06
ILMN_1720162,-0.02,0.05,-0.05,0.27,0.04
ILMN_1761551,-0.02,0.05,-0.05,0.27,0.04
ILMN_1765880,-0.06,0.11,0.27,0.37,0.07
ILMN_2275126,-0.25,-0.07,-0.28,0.17,0.23
ILMN_1691717,-0.25,-0.07,-0.28,0.17,0.23
ILMN_2373062,-0.25,-0.07,-0.28,0.17,0.23
ILMN_1735792,-0.25,-0.07,-0.28,0.17,0.23
ILMN_3237448,0.05,-0.16,-0.2,-0.27,-0.21
ILMN_1675024,0.05,-0.16,-0.2,-0.27,-0.21
ILMN_2248589,0.11,-0.06,-0.15,-0.28,-0.14
ILMN_1794379,0.11,-0.06,-0.15,-0.28,-0.14
ILMN_2325008,0.11,-0.06,-0.15,-0.28,-0.14
ILMN_1653047,0.11,-0.06,-0.15,-0.28,-0.14
ILMN_1697206,0.11,-0.06,-0.15,-0.28,-0.14
ILMN_2184612,-0.1,0.34,0.33,0.25,0.24
ILMN_2354269,-0.13,0,0.28,0.17,0.18
ILMN_1686043,-0.13,0,0.28,0.17,0.18
ILMN_1711543,0.01,0.25,0.2,0.28,0.17
ILMN_1723793,-0.08,0.16,0.17,0.25,0.11
ILMN_1767960,-0.09,-0.11,-0.13,-0.28,-0.18
ILMN_2205882,-0.09,-0.11,-0.13,-0.28,-0.18
ILMN_1756542,0.04,-0.04,-0.26,-0.14,-0.13
ILMN_1700583,0.28,-0.06,-0.5,0.09,-0.09
ILMN_1674817,0.01,-0.14,-0.23,-0.35,-0.11
ILMN_1739854,0.08,-0.11,0.17,-0.33,0.04
ILMN_2080684,-0.25,-0.18,-0.36,-0.39,-0.22
ILMN_1654598,-0.25,-0.18,-0.36,-0.39,-0.22
ILMN_1665428,0.07,-0.01,0.08,0.19,0.38
ILMN_1692698,0.23,-0.12,-0.13,-0.22,0.02
ILMN_2051867,-0.01,0.01,-0.17,-0.46,-0.15
ILMN_1677221,-0.01,0.01,-0.17,-0.46,-0.15
ILMN_2251225,0.08,-0.07,-0.12,-0.47,-0.17
ILMN_1752682,0.08,-0.07,-0.12,-0.47,-0.17
ILMN_1670554,0.08,-0.07,-0.12,-0.47,-0.17
ILMN_1679535,0.08,-0.07,-0.12,-0.47,-0.17
ILMN_1708093,0.01,-0.06,0.13,0.39,0.14
ILMN_1699750,-0.18,0,0.16,0.65,0.23
ILMN_1702866,-0.14,0.08,0.13,-0.31,-0.27
ILMN_3237598,-0.14,0.08,0.13,-0.31,-0.27
ILMN_1736130,0.05,0.14,0.15,0.32,0.13
ILMN_1761486,-0.26,-0.13,0.01,0.36,0.14
ILMN_1724341,0.15,0.29,0.06,0.38,-0.19
ILMN_1761456,0.15,0.29,0.06,0.38,-0.19
ILMN_1657754,-0.02,-0.04,-0.39,-0.31,-0.16
ILMN_1726352,-0.12,-0.01,-0.54,-0.22,-0.14
ILMN_1714805,-0.09,-0.19,-0.25,-0.28,-0.28
ILMN_1686414,-0.09,-0.19,-0.25,-0.28,-0.28
ILMN_2335669,-0.09,-0.19,-0.25,-0.28,-0.28
ILMN_1768076,-0.09,-0.19,-0.25,-0.28,-0.28
ILMN_1693555,-0.09,-0.19,-0.25,-0.28,-0.28
ILMN_1789224,0.21,-0.04,-0.15,-0.35,-0.14
ILMN_1725620,-0.08,0.05,0.02,0.27,0.02
ILMN_3251298,-0.05,-0.07,-0.26,-0.29,-0.27
ILMN_1782688,-0.05,-0.07,-0.26,-0.29,-0.27
ILMN_1748625,0.07,-0.05,-0.22,-0.33,-0.13
ILMN_1756093,0.07,-0.05,-0.22,-0.33,-0.13
ILMN_2330341,0.07,-0.05,-0.22,-0.33,-0.13
ILMN_2206474,-0.05,-0.16,-0.34,-0.76,-0.39
ILMN_2303912,-0.13,-0.05,-0.35,-0.34,-0.22
ILMN_2237428,-0.13,-0.05,-0.35,-0.34,-0.22
ILMN_1746164,-0.13,-0.05,-0.35,-0.34,-0.22
ILMN_1775999,0.09,-0.16,0.12,-0.32,-0.12
ILMN_1760037,0.09,-0.16,0.12,-0.32,-0.12
ILMN_1752476,0.09,-0.16,0.12,-0.32,-0.12
ILMN_1779663,0.06,0.2,-0.01,0.27,0.07
ILMN_2041971,0.06,0.2,-0.01,0.27,0.07
ILMN_1789186,0.16,-0.07,-0.12,0.31,0.23
ILMN_1740213,0.04,0,0.27,0,-0.08
ILMN_1717990,0.31,-0.19,-0.52,-0.33,-0.4
ILMN_1730487,0.31,-0.19,-0.52,-0.33,-0.4
ILMN_2324002,0.31,-0.19,-0.52,-0.33,-0.4
ILMN_1792353,-0.11,-0.06,-0.35,0.1,-0.2
ILMN_2179873,-0.11,-0.06,-0.35,0.1,-0.2
ILMN_1745807,0.01,0.17,0.37,0.37,0.29
ILMN_1651563,0.17,-0.05,-0.14,-0.27,-0.13
ILMN_3307782,-0.17,-0.02,-0.07,0.23,0
ILMN_1670920,-0.17,-0.02,-0.07,0.23,0
ILMN_1771652,-0.02,0.18,0.32,0.33,0.14
ILMN_2232463,-0.08,0.1,0.29,0.69,0.33
ILMN_1737699,-0.47,-0.25,-0.01,0.57,0.18
ILMN_2155272,-0.47,-0.25,-0.01,0.57,0.18
ILMN_2147345,-0.11,-0.18,-0.16,-0.31,-0.14
ILMN_1806456,-0.11,-0.18,-0.16,-0.31,-0.14
ILMN_2387471,0.04,-0.24,-0.2,-0.6,-0.14
ILMN_1765636,0.04,-0.24,-0.2,-0.6,-0.14
ILMN_1777449,0.27,0.03,-0.22,-0.7,-0.07
ILMN_1714170,-0.02,-0.04,0.21,0.31,-0.09
ILMN_1656452,0.01,0.09,0.31,0.14,0.1
ILMN_1752502,-0.12,0.04,0.68,-0.05,-0.17
ILMN_1665049,-0.02,-0.03,-0.3,-0.34,-0.11
ILMN_2180606,0.2,-0.16,0.26,-0.51,-0.07
ILMN_1692219,0.05,0.23,0.14,0.32,0.11
ILMN_1656419,0.05,0.23,0.14,0.32,0.11
ILMN_2409596,0.05,0.23,0.14,0.32,0.11
ILMN_1652753,0,0,-0.03,-0.23,-0.11
ILMN_1791302,0.21,-0.18,-0.4,-0.43,0.07
ILMN_1745904,0.01,-0.06,-0.16,0.22,-0.03
ILMN_1689968,0.01,-0.06,0.38,0.3,0.12
ILMN_2206722,-0.1,-0.22,-0.37,-0.09,-0.07
ILMN_1809199,-0.1,-0.22,-0.37,-0.09,-0.07
ILMN_1730325,-0.05,0.12,0.29,0.26,-0.17
ILMN_1663667,-0.05,0.12,0.29,0.26,-0.17
ILMN_1763657,0.13,-0.13,-0.31,-0.32,-0.22
ILMN_1741350,0.01,-0.06,-0.13,0.37,0.13
ILMN_1662658,-0.12,0.15,0.05,0.26,0.2
ILMN_1672157,-0.12,0.15,0.05,0.26,0.2
ILMN_2411559,-0.12,0.15,0.05,0.26,0.2
ILMN_1802096,0.05,-0.2,-0.32,-0.28,-0.23
ILMN_2367165,0.05,-0.2,-0.32,-0.28,-0.23
ILMN_1658426,0.05,-0.22,-0.58,-0.48,-0.43
ILMN_1729611,-0.11,0.03,0.47,0.48,0.02
ILMN_2176955,0.08,0,-0.26,-0.22,0.04
ILMN_1658624,0.02,-0.22,-0.18,-0.31,-0.19
ILMN_1674967,-0.11,-0.16,-0.33,-0.44,-0.34
ILMN_1674645,-0.11,-0.16,-0.33,-0.44,-0.34
ILMN_1680430,-0.11,-0.16,-0.33,-0.44,-0.34
ILMN_1770673,-0.18,0.11,0.64,0.48,0.02
ILMN_2158003,0.07,-0.24,-0.21,-0.64,-0.04
ILMN_1784436,0.01,-0.02,0.33,-0.12,0.02
ILMN_1689197,-0.01,0.03,0.31,0.26,0.1
ILMN_2338997,-0.01,0.03,0.31,0.26,0.1
ILMN_1795697,-0.01,0.03,0.31,0.26,0.1
ILMN_1740972,-0.01,0.03,0.31,0.26,0.1
ILMN_1688490,-0.01,0.03,0.31,0.26,0.1
ILMN_1670972,-0.01,0.03,0.31,0.26,0.1
ILMN_1730977,0.2,-0.26,-0.44,0.07,0.02
ILMN_1719250,0.2,-0.26,-0.44,0.07,0.02
ILMN_2274775,0.2,-0.26,-0.44,0.07,0.02
ILMN_1750167,-0.11,0.1,0.5,0.1,0.12
ILMN_2392674,-0.11,0.1,0.5,0.1,0.12
ILMN_1700461,0.14,0.02,0.32,0.41,0.18
ILMN_2234310,0.06,0.14,0.28,0.28,-0.07
ILMN_1684321,-0.11,0.02,0.12,0.29,0.1
ILMN_1671885,-0.21,0.04,0.43,0.17,-0.18
ILMN_1775486,0.16,-0.12,-0.16,-0.44,-0.05
ILMN_1686416,-0.14,0.04,-0.23,0.43,-0.17
ILMN_2406897,-0.14,0.04,-0.23,0.43,-0.17
ILMN_1693827,-0.14,0.04,-0.23,0.43,-0.17
ILMN_1768435,-0.14,0.04,-0.23,0.43,-0.17
ILMN_1755321,0.11,0.06,0.15,-0.28,-0.07
ILMN_1687655,-0.07,0.09,0.29,0.07,0.17
ILMN_1684647,-0.07,0.09,0.29,0.07,0.17
ILMN_3236443,-0.01,0.06,-0.27,0,0.06
ILMN_1724540,-0.01,0.06,-0.27,0,0.06
ILMN_1761294,-0.02,-0.1,0.37,0.45,0.28
ILMN_2073115,-0.02,-0.1,0.37,0.45,0.28
ILMN_1727194,0.07,-0.12,0.14,0.3,0.11
ILMN_1720373,-0.37,0.56,1.62,0.86,0.11
ILMN_3239031,0.02,-0.22,-0.27,-0.34,-0.13
ILMN_1771261,0.02,-0.22,-0.27,-0.34,-0.13
ILMN_1807833,-0.14,-0.06,-0.01,0.27,0.17
ILMN_2236655,-0.14,-0.06,-0.01,0.27,0.17
ILMN_1766269,-0.14,-0.06,-0.01,0.27,0.17
ILMN_1687833,-0.14,-0.06,-0.01,0.27,0.17
ILMN_1769082,-0.11,0.2,0.35,0.16,-0.12
ILMN_1788108,-0.11,0.2,0.35,0.16,-0.12
ILMN_2403965,-0.11,0.2,0.35,0.16,-0.12
ILMN_2292517,-0.11,0.2,0.35,0.16,-0.12
ILMN_1731720,0.02,-0.11,0.31,0.11,0.07
ILMN_2315979,-0.13,-0.25,-0.43,-0.59,-0.25
ILMN_1670369,-0.13,-0.25,-0.43,-0.59,-0.25
ILMN_2244009,-0.13,-0.25,-0.43,-0.59,-0.25
ILMN_1684834,-0.13,-0.25,-0.43,-0.59,-0.25
ILMN_1660794,-0.13,-0.25,-0.43,-0.59,-0.25
ILMN_1811507,-0.13,-0.25,-0.43,-0.59,-0.25
ILMN_1781943,-0.58,-0.26,-0.37,0.39,-0.11
ILMN_1685742,-0.03,0.15,-0.1,0.38,-0.06
ILMN_1720344,-0.03,0.15,-0.1,0.38,-0.06
ILMN_1874530,0.07,0.27,0.48,0.44,0.29
ILMN_1695226,0.07,0.27,0.48,0.44,0.29
ILMN_2373689,0.07,0.27,0.48,0.44,0.29
ILMN_2275533,0.07,0.27,0.48,0.44,0.29
ILMN_2193498,-0.23,-0.08,-0.35,-0.37,-0.08
ILMN_1665300,-0.23,-0.08,-0.35,-0.37,-0.08
ILMN_1754220,-0.14,-0.03,0.38,0.23,-0.12
ILMN_1682626,-0.11,-0.12,-0.28,-0.28,-0.1
ILMN_1685679,-0.11,-0.12,-0.28,-0.28,-0.1
ILMN_1685258,0.08,-0.05,-0.15,-0.34,0.09
ILMN_1811823,-0.09,-0.07,-0.09,-0.01,-0.43
ILMN_2043816,0.02,0.01,0.27,0.45,0.17
ILMN_1802089,0.15,-0.17,-0.19,-0.28,-0.07
ILMN_1790472,-0.06,0.23,0.43,0.42,0.33
ILMN_1708619,-0.11,0.24,0.25,0.24,0.06
ILMN_1705032,-0.11,0.24,0.25,0.24,0.06
ILMN_2381138,-0.11,0.24,0.25,0.24,0.06
ILMN_1674231,0.24,0.15,0.36,0.14,0.38
ILMN_1655821,0.1,-0.21,0.22,0.22,0.06
ILMN_1664537,0.04,0.07,0.34,-0.03,-0.08
ILMN_1721977,0,-0.1,0.23,0.29,-0.01
ILMN_1790249,-0.06,0.06,0.2,0.34,0.11
ILMN_1708151,-0.04,-0.01,-0.18,-0.48,-0.21
ILMN_2286400,0.09,-0.21,-0.39,-0.16,0.25
ILMN_1757660,0.09,-0.21,-0.39,-0.16,0.25
ILMN_1734496,0,-0.01,-0.25,-0.15,-0.04
ILMN_1797341,0,-0.01,-0.25,-0.15,-0.04
ILMN_1803742,-0.24,0.15,-0.36,-0.18,0.15
ILMN_1680722,-0.24,0.15,-0.36,-0.18,0.15
ILMN_1728707,0.08,0.06,0.14,-0.38,0.14
ILMN_1695991,0.08,0.06,0.14,-0.38,0.14
ILMN_1670872,0.08,0.06,0.14,-0.38,0.14
ILMN_2329114,0.08,0.06,0.14,-0.38,0.14
ILMN_1783627,0.05,0.09,-0.23,-0.37,0.16
ILMN_1672947,0.05,0.09,-0.23,-0.37,0.16
ILMN_1694943,0.05,0.09,-0.23,-0.37,0.16
ILMN_1774674,0.05,0.09,-0.23,-0.37,0.16
ILMN_1717234,0.05,0.09,-0.23,-0.37,0.16
ILMN_2322806,0.05,0.09,-0.23,-0.37,0.16
ILMN_1741801,0.16,0.17,0.38,0.12,0.07
ILMN_1670238,0.12,0.38,0.64,0.48,0.3
ILMN_1659297,0.26,0.01,0.07,-0.72,-0.06
ILMN_1729368,-0.02,-0.41,-0.53,-0.44,-0.52
ILMN_1792689,-0.44,-0.1,-0.82,-0.08,0.23
ILMN_1756022,-0.08,-0.07,-0.09,0.45,0.08
ILMN_1768973,-0.26,-0.42,-0.51,-0.02,0.21
ILMN_2326512,-0.11,0.19,0.11,0.44,0.44
ILMN_1727762,-0.11,0.19,0.11,0.44,0.44
ILMN_2326509,-0.11,0.19,0.11,0.44,0.44
ILMN_1688666,0.03,-0.02,0.04,0.24,0.27
ILMN_2353862,0.12,-0.1,-0.21,-0.32,-0.12
ILMN_1666631,0.12,-0.1,-0.21,-0.32,-0.12
ILMN_1754567,0.12,-0.1,-0.21,-0.32,-0.12
ILMN_1693762,0.12,-0.1,-0.21,-0.32,-0.12
ILMN_2338268,0.21,0.09,-0.09,0.37,0.08
ILMN_1737475,0.21,0.09,-0.09,0.37,0.08
ILMN_1753912,0.21,0.09,-0.09,0.37,0.08
ILMN_1727738,0.12,0.12,0.15,-0.38,-0.04
ILMN_1767816,0.06,-0.21,-0.31,-0.4,0.05
ILMN_2357193,-0.04,0.04,-0.07,-0.33,-0.02
ILMN_1686485,-0.04,0.04,-0.07,-0.33,-0.02
ILMN_1748077,-0.04,0.04,-0.07,-0.33,-0.02
ILMN_1721127,-0.13,0.03,0.07,0.51,0.36
ILMN_1710303,0.06,-0.05,0,-0.39,0.1
ILMN_1658695,-0.14,0.12,0.32,0.18,0.29
ILMN_2406724,-0.14,0.12,0.32,0.18,0.29
ILMN_1802951,-0.14,0.12,0.32,0.18,0.29
ILMN_2323944,-0.18,0.04,0.21,0.38,0.12
ILMN_1782095,-0.18,0.04,0.21,0.38,0.12
ILMN_2248093,-0.18,0.04,0.21,0.38,0.12
ILMN_1776154,-0.14,-0.17,-0.2,-0.29,-0.29
ILMN_2129715,-0.14,-0.17,-0.2,-0.29,-0.29
ILMN_1719785,-0.05,0.06,0.26,0.16,0.04
ILMN_1726815,-0.17,0.05,0.09,0.9,0.39
ILMN_1666050,-0.02,-0.14,-0.16,-0.26,-0.29
ILMN_2396982,-0.09,0.07,0.31,0.23,-0.11
ILMN_1731193,-0.09,0.07,0.31,0.23,-0.11
ILMN_1752953,-0.09,0.07,0.31,0.23,-0.11
ILMN_1652198,-0.13,-0.1,0.05,0.23,0.02
ILMN_1784352,-0.13,-0.1,0.05,0.23,0.02
ILMN_1692271,-0.13,-0.1,0.05,0.23,0.02
ILMN_1764410,-0.09,0.01,0.07,0.2,-0.02
ILMN_1718365,0.01,0.01,-0.45,-0.36,-0.37
ILMN_1703695,0.01,0.01,-0.45,-0.36,-0.37
ILMN_2362439,0.01,0.01,-0.45,-0.36,-0.37
ILMN_1664920,0.01,0.01,-0.45,-0.36,-0.37
ILMN_2075334,-0.09,0.07,-0.44,-0.44,-0.14
ILMN_1758672,-0.09,0.14,0.33,0.42,-0.26
ILMN_1671295,0.23,0.14,0.49,0.3,0.06
ILMN_1703564,-0.21,0.11,-0.21,-0.3,-0.28
ILMN_2157435,-0.21,0.11,-0.21,-0.3,-0.28
ILMN_1658053,-0.21,0.11,-0.21,-0.3,-0.28
ILMN_1658899,-0.21,0.11,-0.21,-0.3,-0.28
ILMN_1766762,-0.21,0.11,-0.21,-0.3,-0.28
ILMN_2053527,-0.16,0.07,0.24,0.46,0.43
ILMN_1731224,-0.16,0.07,0.24,0.46,0.43
ILMN_1751598,0,0.18,0.6,0.22,0.08
ILMN_2105923,0.04,0.07,0.39,0.28,0.21
ILMN_1652487,-0.05,0.37,0.4,0.31,0.11
ILMN_1670318,-0.05,0.37,0.4,0.31,0.11
ILMN_1797534,-0.05,0.37,0.4,0.31,0.11
ILMN_2336109,0.12,0.05,0.33,0.24,0.12
ILMN_1710600,0.12,0.05,0.33,0.24,0.12
ILMN_3307786,0.12,0.05,0.33,0.24,0.12
ILMN_1679678,0.06,0.03,-0.25,-0.28,-0.13
ILMN_1788223,-0.03,-0.06,-0.27,-0.11,-0.02
ILMN_1762142,0.31,0.51,0.52,0.27,0.23
ILMN_1737184,0.31,0.51,0.52,0.27,0.23
ILMN_1659350,0.17,0.04,-0.35,-0.49,0.07
ILMN_1694877,0.17,0.04,-0.35,-0.49,0.07
ILMN_2367113,0.17,0.04,-0.35,-0.49,0.07
ILMN_2179397,0.26,0.05,0.18,-0.39,0.25
ILMN_1701058,0.26,0.05,0.18,-0.39,0.25
ILMN_2143148,0.12,0.06,-0.32,-0.13,0.07
ILMN_1763670,0.12,0.06,-0.32,-0.13,0.07
ILMN_2145250,0.14,0.01,0.17,-0.42,0
ILMN_1740319,0.07,-0.27,-0.13,-0.43,-0.13
ILMN_3238560,0.07,-0.27,-0.13,-0.43,-0.13
ILMN_3241099,0.08,-0.02,-0.4,-0.32,-0.11
ILMN_1654542,0.08,-0.02,-0.4,-0.32,-0.11
ILMN_2218208,-0.23,-0.08,-0.24,-0.32,-0.15
ILMN_1795251,-0.23,-0.08,-0.24,-0.32,-0.15
ILMN_2148796,0.12,0.22,0.54,0.12,0.26
ILMN_1671906,0.12,0.22,0.54,0.12,0.26
ILMN_1658289,-0.01,-0.15,-0.12,-0.36,0.05
ILMN_1691892,-0.17,-0.08,0.08,0.32,-0.04
ILMN_2090105,-0.17,-0.08,0.08,0.32,-0.04
ILMN_2044293,0.18,-0.05,-0.13,-0.65,-0.07
ILMN_1730303,0.18,-0.05,-0.13,-0.65,-0.07
ILMN_1744560,0.05,-0.29,-0.31,-0.53,-0.09
ILMN_1705144,0.05,-0.29,-0.31,-0.53,-0.09
ILMN_1735052,0.05,-0.29,-0.31,-0.53,-0.09
ILMN_1761288,0.05,-0.29,-0.31,-0.53,-0.09
ILMN_1747197,0.03,0.2,-0.04,0.4,-0.05
ILMN_2120624,0.08,-0.12,-0.11,-0.45,-0.06
ILMN_1810181,-0.15,0.21,0.35,0.28,0.06
ILMN_2401701,-0.15,0.21,0.35,0.28,0.06
ILMN_1656574,-0.15,0.21,0.35,0.28,0.06
ILMN_1653896,0.06,0.09,0.27,0.4,0.14
ILMN_2370464,0.06,0.09,0.27,0.4,0.14
ILMN_3185161,0.16,0.15,-0.08,0.29,0.2
ILMN_3265365,0.16,0.15,-0.08,0.29,0.2
