ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_1692938,0.19,0.22,0.5,0.11,0.17
ILMN_2089167,0.04,0.05,0.28,0.43,-0.09
ILMN_1757467,-0.14,-0.31,-0.48,-0.28,-0.26
ILMN_1758623,-0.39,-0.39,-0.36,0.6,0.2
ILMN_1777405,-0.39,-0.39,-0.36,0.6,0.2
ILMN_1651496,-0.39,-0.39,-0.36,0.6,0.2
ILMN_1783610,0.15,0.1,0.36,0.2,0.11
ILMN_2202423,0.15,0.1,0.36,0.2,0.11
ILMN_1692486,0.1,-0.05,0.06,-0.34,-0.15
ILMN_2398587,0.1,-0.05,0.06,-0.34,-0.15
ILMN_1722894,0.1,-0.05,0.06,-0.34,-0.15
ILMN_2379788,-0.2,-0.06,0.31,0.64,0.3
ILMN_1763260,-0.2,-0.06,0.31,0.64,0.3
ILMN_1681283,-0.2,-0.06,0.31,0.64,0.3
ILMN_1761733,0.49,0.15,0.18,0.28,0.6
ILMN_2311537,0.39,0.14,0.43,0.43,0.12
ILMN_1742699,0.39,0.14,0.43,0.43,0.12
ILMN_1673241,0.39,0.14,0.43,0.43,0.12
ILMN_1693560,0.39,0.14,0.43,0.43,0.12
ILMN_1781942,-0.12,-0.04,0.57,0.75,0.36
ILMN_2409220,-0.12,-0.04,0.57,0.75,0.36
ILMN_3268799,0.09,-0.13,-0.07,0.31,-0.04
ILMN_3180114,0.09,-0.13,-0.07,0.31,-0.04
ILMN_1755134,-0.12,-0.1,-0.16,0.4,0.19
ILMN_2395043,-0.12,-0.1,-0.16,0.4,0.19
ILMN_1734814,-0.12,-0.1,-0.16,0.4,0.19
ILMN_1674236,0.08,0.54,-0.14,0.31,-0.05
ILMN_2349459,-0.02,0.02,0.49,0.38,0.29
ILMN_1803124,-0.02,0.02,0.49,0.38,0.29
ILMN_1784367,0.24,0.13,0.26,0.61,0.35
ILMN_1774410,0.24,0.13,0.26,0.61,0.35
ILMN_1766713,0.24,0.13,0.26,0.61,0.35
ILMN_2381397,0.24,0.13,0.26,0.61,0.35
ILMN_1733956,0.24,0.13,0.49,0.1,0.01
ILMN_1801639,0.24,0.13,0.49,0.1,0.01
ILMN_3249366,0.08,-0.1,-0.25,-0.29,-0.15
ILMN_1687921,0.08,-0.1,-0.25,-0.29,-0.15
ILMN_1776121,-0.25,-0.25,-0.14,-0.23,-0.33
ILMN_3243366,-0.25,-0.25,-0.14,-0.23,-0.33
ILMN_1740938,0.06,0.21,0.1,0.81,0.63
ILMN_3250659,0.02,0.13,0.29,0.36,0.17
ILMN_1807807,0.02,0.13,0.29,0.36,0.17
ILMN_3249807,0.02,0.13,0.29,0.36,0.17
ILMN_1725193,0.06,-0.05,-0.32,-0.84,-0.6
ILMN_2396875,-0.06,0.09,-0.66,-0.62,-1.19
ILMN_1746085,-0.06,0.09,-0.66,-0.62,-1.19
ILMN_1808132,0.08,0.11,0.26,0.47,0.16
ILMN_2319077,0.08,0.11,0.26,0.47,0.16
ILMN_1756455,-0.14,-0.1,-0.11,-0.28,-0.11
ILMN_2327812,-0.14,-0.1,-0.11,-0.28,-0.11
ILMN_1671005,-0.27,-0.15,-0.22,-0.31,-0.3
ILMN_2394561,-0.27,-0.15,-0.22,-0.31,-0.3
ILMN_1781585,0.01,0.05,0.06,-0.33,-0.23
ILMN_2089977,0.01,0.05,0.06,-0.33,-0.23
ILMN_2094061,0.5,0.31,0.14,0.35,-0.02
ILMN_1686989,0.17,-0.2,-0.45,-0.33,-0.07
ILMN_1793474,0.17,-0.2,-0.45,-0.33,-0.07
ILMN_1776516,0.11,-0.06,0.38,0.14,0.24
ILMN_2050023,0.03,-0.01,-0.18,-0.31,-0.11
ILMN_1746148,0.14,-0.01,0.14,0.3,0.15
ILMN_1662587,-0.49,0.17,-0.21,-0.45,-0.37
ILMN_1780334,0.21,-0.08,0.21,0.15,0.48
ILMN_1731699,-0.18,-0.14,0.11,0.11,-0.38
ILMN_2175112,-0.03,0.12,0.1,0.31,-0.12
ILMN_2175114,-0.03,0.12,0.1,0.31,-0.12
ILMN_2143155,0.14,0.03,0.47,0.42,0.22
ILMN_1794539,0.14,0.03,0.47,0.42,0.22
ILMN_1801632,0.1,-0.06,-0.61,0.03,-0.26
ILMN_1763907,0.01,0.22,0.23,0.43,-0.23
ILMN_1651936,0.26,0.24,0.4,0.39,0.15
ILMN_1728298,-0.26,-0.01,-0.26,-0.39,-0.33
ILMN_1807694,-0.26,-0.01,-0.26,-0.39,-0.33
ILMN_1708261,-0.26,-0.01,-0.26,-0.39,-0.33
ILMN_1706140,-0.07,-0.04,-0.29,-0.37,-0.23
ILMN_3277715,0.14,0.05,0.31,0,-0.02
ILMN_3201239,0.14,0.05,0.31,0,-0.02
ILMN_1708672,0.43,0.07,0.09,0.08,0.11
ILMN_2133799,0.43,0.07,0.09,0.08,0.11
ILMN_1773567,-0.09,-0.16,-0.33,-0.21,-0.11
ILMN_1745593,0.16,0.29,0.44,-0.32,-0.15
ILMN_1657796,0.16,0.29,0.44,-0.32,-0.15
ILMN_2294086,0.16,0.29,0.44,-0.32,-0.15
ILMN_1750508,0.16,0.29,0.44,-0.32,-0.15
ILMN_1710668,0.15,-0.1,0.44,0.3,0.36
ILMN_1687960,-0.1,-0.21,-0.28,-0.18,-0.23
ILMN_2367671,-0.1,-0.21,-0.28,-0.18,-0.23
ILMN_2270443,-0.1,-0.21,-0.28,-0.18,-0.23
ILMN_1660624,-0.1,-0.21,-0.28,-0.18,-0.23
ILMN_1783712,0.08,0.04,-0.34,-0.09,0.08
ILMN_3246732,0.08,0.04,-0.34,-0.09,0.08
ILMN_1713803,-0.14,-0.23,-0.2,-0.34,-0.13
ILMN_1707137,-0.14,-0.23,-0.2,-0.34,-0.13
ILMN_1786444,0.14,0.29,0.43,0.18,0.17
ILMN_2376204,-0.17,-0.11,-0.33,-0.22,-0.06
ILMN_2376205,-0.17,-0.11,-0.33,-0.22,-0.06
ILMN_3310346,-0.06,0.17,-0.3,-0.11,-0.39
ILMN_3310840,-0.14,0.09,-0.61,-0.44,-0.98
ILMN_1739001,0.18,-0.12,0.04,0.3,0.41
ILMN_1799819,0.06,0.28,0.43,0.21,0.06
ILMN_1706440,0.2,0.09,-0.21,-0.37,-0.36
ILMN_2261876,0.2,0.09,-0.21,-0.37,-0.36
ILMN_2349393,0.2,0.09,-0.21,-0.37,-0.36
ILMN_1723087,0.2,0.09,-0.21,-0.37,-0.36
ILMN_1659142,0.2,0.09,-0.21,-0.37,-0.36
ILMN_1695945,0.08,-0.13,-0.08,-0.39,-0.23
ILMN_1792995,0.08,-0.13,-0.08,-0.39,-0.23
ILMN_2398077,0.08,-0.13,-0.08,-0.39,-0.23
ILMN_1664416,0.08,-0.13,-0.08,-0.39,-0.23
ILMN_1715175,0.12,0.05,0.14,0.43,0.25
ILMN_3306997,0.39,0.12,0.29,0.2,0.5
ILMN_1785438,0.39,0.12,0.29,0.2,0.5
ILMN_1676424,0.39,0.12,0.29,0.2,0.5
ILMN_1815190,0.39,0.12,0.29,0.2,0.5
ILMN_1803033,0.37,0.04,-0.04,0.41,0.56
ILMN_2355168,0.37,0.04,-0.04,0.41,0.56
ILMN_1781952,0.37,0.04,-0.04,0.41,0.56
ILMN_1687387,0.37,0.04,-0.04,0.41,0.56
ILMN_1708006,0.39,0.22,0.37,0.39,0.45
ILMN_1796417,0.18,1.01,1.53,0.41,0.09
ILMN_2398107,0.18,1.01,1.53,0.41,0.09
ILMN_1809662,0.08,0.18,0.33,0.37,0.1
ILMN_2226415,0.08,0.18,0.33,0.37,0.1
ILMN_3243945,0.08,0.18,0.33,0.37,0.1
ILMN_3234892,-0.11,-0.11,-0.13,-0.34,-0.1
ILMN_1730616,-0.11,-0.11,-0.13,-0.34,-0.1
ILMN_1692733,0.28,0.23,0.56,0.07,0.11
ILMN_1697666,0.28,0.23,0.56,0.07,0.11
ILMN_1658847,0.28,0.23,0.56,0.07,0.11
ILMN_1708778,-0.17,-0.12,-0.31,-0.33,-0.46
ILMN_2395451,-0.17,-0.12,-0.31,-0.33,-0.46
ILMN_1688234,-0.17,-0.12,-0.31,-0.33,-0.46
ILMN_1688154,0.24,0.05,0.08,0.43,0.2
ILMN_1756992,-0.2,-0.38,-0.71,-0.49,-0.25
ILMN_2371911,-0.2,-0.38,-0.71,-0.49,-0.25
ILMN_1677314,-0.2,-0.38,-0.71,-0.49,-0.25
ILMN_2110908,0.55,0.34,0.46,0.31,0.71
ILMN_1680618,0.55,0.34,0.46,0.31,0.71
ILMN_1808587,-0.07,-0.24,-0.05,-0.26,-0.44
ILMN_2374865,0.23,0.41,0.71,-0.06,-0.16
ILMN_1661109,0.23,0.41,0.71,-0.06,-0.16
ILMN_1791346,0.23,0.41,0.71,-0.06,-0.16
ILMN_2358457,-0.07,0.34,0.26,0.4,-0.08
ILMN_1783394,-0.07,0.34,0.26,0.4,-0.08
ILMN_1672128,-0.07,0.34,0.26,0.4,-0.08
ILMN_1789599,0.22,0.13,0.24,0.69,0.23
ILMN_2405009,0.22,0.13,0.24,0.69,0.23
ILMN_1784641,0.23,-0.13,-0.26,-0.24,-0.21
ILMN_1751407,0.16,0.11,0.36,0.1,0.2
ILMN_1703140,0.16,0.11,0.36,0.1,0.2
ILMN_1807881,0.16,0.11,0.36,0.1,0.2
ILMN_1653822,-0.18,0.16,0.57,0.73,0.26
ILMN_2051373,-0.18,0.16,0.57,0.73,0.26
ILMN_1739450,0.11,0.15,0.31,0.1,0.06
ILMN_1740976,-0.03,0.36,0.15,0.1,-0.1
ILMN_2052790,-0.03,0.36,0.15,0.1,-0.1
ILMN_1658926,-0.02,0.08,-0.13,-0.1,-0.39
ILMN_1734788,0.36,-0.09,0.15,0.44,0.21
ILMN_2381938,0.36,-0.09,0.15,0.44,0.21
ILMN_1802223,0.36,-0.09,0.15,0.44,0.21
ILMN_1734893,-0.28,0.06,-0.35,-0.14,-0.18
ILMN_1687967,-0.28,0.06,-0.35,-0.14,-0.18
ILMN_1664772,-0.3,-0.23,-0.5,-0.33,-0.21
ILMN_2367753,-0.3,-0.23,-0.5,-0.33,-0.21
ILMN_1680579,-0.3,-0.23,-0.5,-0.33,-0.21
ILMN_1698653,0.19,0.12,0.36,0.27,0.21
ILMN_1671288,0.19,0.12,0.36,0.27,0.21
ILMN_1730698,0.19,0.12,0.36,0.27,0.21
ILMN_1813846,0.08,0.2,0.43,0.14,0.02
ILMN_1723535,0.18,-0.19,0.15,0.52,0.33
ILMN_2372915,0.18,-0.19,0.15,0.52,0.33
ILMN_2297854,0.18,-0.19,0.15,0.52,0.33
ILMN_1690664,0.18,-0.19,0.15,0.52,0.33
ILMN_1782275,0.16,-0.05,0.03,0.48,0.11
ILMN_1660031,0.16,-0.05,0.03,0.48,0.11
ILMN_1790029,0.16,-0.05,0.03,0.48,0.11
ILMN_2150851,0.11,0.09,0.23,0.46,0.35
ILMN_2150856,0.11,0.09,0.23,0.46,0.35
ILMN_2314140,0.07,0.25,0.49,0.16,0.15
ILMN_1789905,0.07,0.25,0.49,0.16,0.15
ILMN_1766446,0.12,0.07,0.31,0.04,0.12
ILMN_2391765,0.12,0.07,0.31,0.04,0.12
ILMN_2285708,0.12,0.07,0.31,0.04,0.12
ILMN_1810100,0.12,0.09,0.49,0.18,0.18
ILMN_1772409,-0.06,0.08,-0.05,0.32,0.17
ILMN_2102951,-0.06,0.08,-0.05,0.32,0.17
ILMN_1715569,-0.11,-0.13,-0.31,-0.13,-0.07
ILMN_1737912,0.11,0.03,0.07,0.3,0.17
ILMN_1680727,0.11,0.03,0.07,0.3,0.17
ILMN_2258268,0.11,0.03,0.07,0.3,0.17
ILMN_1671791,0.16,0.53,1.09,0.4,-0.03
ILMN_1802699,0.16,0.53,1.09,0.4,-0.03
ILMN_1760649,0.16,0.53,1.09,0.4,-0.03
ILMN_1783753,0,-0.04,0.33,0.04,0.1
ILMN_2352042,0.23,0.23,0.2,0.32,0.09
ILMN_1681230,0.23,0.23,0.2,0.32,0.09
ILMN_1804207,0.23,0.23,0.2,0.32,0.09
ILMN_1707727,-0.08,0.1,-0.78,-0.49,-1.18
ILMN_2386444,-0.08,0.1,-0.78,-0.49,-1.18
ILMN_1674376,-0.08,0.1,-0.78,-0.49,-1.18
ILMN_1809141,-0.09,0.26,0.02,-0.31,-0.05
ILMN_1744126,-0.09,0.26,0.02,-0.31,-0.05
ILMN_2339863,-0.05,0.03,-0.25,-0.19,-0.38
ILMN_1790797,-0.05,0.03,-0.25,-0.19,-0.38
ILMN_1809483,-0.21,-0.03,-0.32,-0.54,-0.48
ILMN_1681437,0.13,0.15,0.23,0.39,0.1
ILMN_1726720,-0.05,0.16,0.54,0.41,0.19
ILMN_2409298,-0.05,0.16,0.54,0.41,0.19
ILMN_1769734,0.25,0.05,0.19,0.34,0.54
ILMN_2352121,0.25,0.05,0.19,0.34,0.54
ILMN_1691506,0.11,0.13,-0.09,-0.26,-0.11
ILMN_1660345,0.11,0.13,-0.09,-0.26,-0.11
ILMN_1704305,0.21,-0.1,0.3,0.07,0.36
ILMN_1766505,-0.1,-0.19,-0.17,-0.34,0.05
ILMN_2094905,-0.1,-0.19,-0.17,-0.34,0.05
ILMN_1654966,-0.19,-0.25,-0.24,0.34,0.04
ILMN_1723358,-0.19,-0.25,-0.24,0.34,0.04
ILMN_1746376,-0.19,-0.25,-0.24,0.34,0.04
ILMN_1704055,0.24,0.25,0.33,0.18,0.43
ILMN_3247723,0.24,0.25,0.33,0.18,0.43
ILMN_1745256,-0.05,-0.27,-0.31,-0.34,-0.38
ILMN_3307729,-0.05,-0.27,-0.31,-0.34,-0.38
ILMN_1685982,-0.05,-0.14,-0.1,0.52,0.14
ILMN_1782661,-0.05,-0.14,-0.1,0.52,0.14
ILMN_2342695,-0.05,-0.14,-0.1,0.52,0.14
ILMN_1680339,0.2,0.01,0.26,0.16,0.5
ILMN_1791980,0.12,0.17,0.07,0.37,-0.04
ILMN_1712390,0.12,0.17,0.07,0.37,-0.04
ILMN_2311989,0.12,0.17,0.07,0.37,-0.04
ILMN_1748476,-0.08,-0.03,0.32,0.14,0.2
ILMN_2311548,0.12,0.16,0.49,0.3,0.22
ILMN_1683052,0.12,0.16,0.49,0.3,0.22
ILMN_1809590,0.39,0.38,0.51,0.1,0.19
ILMN_1684982,0.01,-0.12,0.47,0.18,0.04
ILMN_2370882,-0.09,-0.03,0.11,0.3,0.34
ILMN_2273911,-0.09,-0.03,0.11,0.3,0.34
ILMN_1807914,-0.09,-0.03,0.11,0.3,0.34
ILMN_1705247,-0.09,-0.03,0.11,0.3,0.34
ILMN_1678517,-0.09,-0.03,0.11,0.3,0.34
ILMN_1749118,-0.22,-0.02,-0.38,-0.03,-0.09
ILMN_1717674,-0.17,0.03,-0.54,-0.45,-0.44
ILMN_1660847,-0.15,0.09,-0.43,-0.65,-0.38
ILMN_2186061,-0.15,0.09,-0.43,-0.65,-0.38
ILMN_1805737,0.07,-0.03,-0.36,-0.19,-0.32
ILMN_1812073,-0.26,-0.37,-0.48,-0.42,-0.31
ILMN_3236637,0.09,0.1,0.31,0.09,0.1
ILMN_2152465,0.09,0.1,0.31,0.09,0.1
ILMN_1738742,0.45,0.03,0.31,0.36,0.78
ILMN_1674778,-0.17,-0.15,-0.29,-0.14,-0.18
ILMN_1654541,-0.17,-0.15,-0.29,-0.14,-0.18
ILMN_1736176,-0.09,-0.15,0.2,0.43,0.27
ILMN_1689525,0.24,0.6,0.69,0.67,0.56
ILMN_2098446,0.24,0.6,0.69,0.67,0.56
ILMN_1780236,0.09,0.17,0.3,0.2,-0.05
ILMN_2191436,0.2,0.27,0.35,0.15,0.21
ILMN_1725145,0.2,0.27,0.35,0.15,0.21
ILMN_1652580,0.24,0.31,0.41,0.25,0.09
ILMN_1728199,0.31,0.33,0.4,0.28,-0.01
ILMN_1774336,0.4,0.33,0.5,0.18,0.25
ILMN_2402674,0.01,-0.1,-0.13,-0.34,-0.23
ILMN_2376408,0.01,-0.1,-0.13,-0.34,-0.23
ILMN_1812968,0.23,-0.27,-0.72,-0.4,-0.52
ILMN_1739645,-0.08,0.05,0.22,0.4,0.11
ILMN_1779353,0.24,0.07,0.24,0.01,0.44
ILMN_1661599,0.07,0.02,-0.62,-0.53,-0.81
ILMN_1762225,0.11,0.27,0.37,0.28,-0.1
ILMN_2068498,-0.12,-0.17,-0.49,-0.27,-0.51
ILMN_2068499,-0.12,-0.17,-0.49,-0.27,-0.51
ILMN_2270845,0.35,0.18,0.42,0.22,0.43
ILMN_1809866,0.35,0.18,0.42,0.22,0.43
ILMN_1789775,0.35,0.18,0.42,0.22,0.43
ILMN_1742618,0.06,0.08,0.01,0.17,0.62
ILMN_2370573,0.06,0.08,0.01,0.17,0.62
ILMN_1742846,0.09,-0.04,-0.18,-0.24,-0.37
ILMN_2155816,0.09,-0.04,-0.18,-0.24,-0.37
ILMN_1712929,0.18,0.17,0.22,-0.34,-0.07
ILMN_1781098,0.18,0.17,0.22,-0.34,-0.07
ILMN_2333865,0.18,0.17,0.22,-0.34,-0.07
ILMN_1758545,0.18,0.17,0.22,-0.34,-0.07
ILMN_1789424,0.18,0.17,0.22,-0.34,-0.07
ILMN_1678671,-0.24,-0.06,-0.27,-0.38,-0.52
ILMN_1739805,-0.05,-0.12,0.33,0.38,0.05
ILMN_2231911,0.21,0.05,-0.14,-0.33,-0.01
ILMN_2183687,-0.1,-0.19,-0.39,-0.19,0.09
ILMN_1757877,-0.2,0.23,-0.28,-0.35,-0.45
ILMN_2318568,-0.2,0.23,-0.28,-0.35,-0.45
ILMN_1673522,0.32,0.22,0.32,0.41,0.18
ILMN_1753183,0.18,0.33,0.45,0.22,-0.07
ILMN_1684045,0.18,0.33,0.45,0.22,-0.07
ILMN_2383964,0.18,0.33,0.45,0.22,-0.07
ILMN_2145423,-0.09,-0.08,-0.28,-0.26,-0.22
ILMN_1661653,-0.09,-0.08,-0.28,-0.26,-0.22
ILMN_1770922,-0.19,0.09,-0.38,-0.22,-0.24
ILMN_2148913,-0.19,0.09,-0.38,-0.22,-0.24
ILMN_1793290,-0.12,-0.3,-0.31,-0.42,-0.33
ILMN_1709294,0.14,0.05,0.44,0.38,0.29
ILMN_1758293,0.35,0.21,0.34,0.14,0.17
ILMN_1667839,0.35,0.21,0.34,0.14,0.17
ILMN_1726594,0.35,0.21,0.34,0.14,0.17
ILMN_1747016,0.19,-0.01,0.36,0.54,0.3
ILMN_1742781,0.08,-0.24,-0.01,-0.11,-0.36
ILMN_3182171,-0.27,-0.12,-0.18,-0.39,-0.43
ILMN_3271630,-0.27,-0.12,-0.18,-0.39,-0.43
ILMN_1737604,-0.27,-0.12,-0.18,-0.39,-0.43
ILMN_1867664,0.04,-0.2,-0.29,-0.03,-0.12
ILMN_1691697,0.04,-0.2,-0.29,-0.03,-0.12
ILMN_2233454,0.04,-0.2,-0.29,-0.03,-0.12
ILMN_1663401,-0.21,0.14,0.4,-0.2,-0.16
ILMN_1752810,-0.21,0.14,0.4,-0.2,-0.16
ILMN_1812552,-0.01,0.08,0.42,0.14,0.17
ILMN_3237774,-0.01,0.08,0.42,0.14,0.17
ILMN_1750400,0.1,0.07,0.03,0.26,0.54
ILMN_1703906,0.2,0.07,0.41,0.45,0.21
ILMN_2413898,0.33,0.45,0.5,0.29,0.34
ILMN_2413899,0.33,0.45,0.5,0.29,0.34
ILMN_2367215,-0.42,-0.1,-0.23,-0.31,-0.1
ILMN_1769091,-0.42,-0.1,-0.23,-0.31,-0.1
ILMN_1694268,0.34,0.25,0.5,0.25,0.1
ILMN_1813893,0.14,0.06,0.34,-0.02,0.03
ILMN_2371700,0.17,0.21,0.36,0.15,0.27
ILMN_1694890,0.17,0.21,0.36,0.15,0.27
ILMN_1694502,0.51,0.44,0.5,0.26,0.25
ILMN_2210129,0.51,0.44,0.5,0.26,0.25
ILMN_2204876,0.1,-0.05,0.1,0.28,-0.02
ILMN_1764362,0.21,0.19,0.41,0.32,0.39
ILMN_2221564,0.21,0.19,0.41,0.32,0.39
ILMN_2295506,-0.23,0.07,-0.27,-0.09,-0.13
ILMN_1765371,-0.23,0.07,-0.27,-0.09,-0.13
ILMN_2295511,-0.23,0.07,-0.27,-0.09,-0.13
ILMN_1671207,0.03,-0.05,-0.3,-0.16,0.03
ILMN_1727540,0.27,0.21,0.38,0.22,0.18
ILMN_1714577,-0.23,0.01,-0.31,-0.56,-0.16
ILMN_1788387,0.12,0.04,0.32,-0.01,-0.06
ILMN_1660964,0.1,-0.13,-0.35,-0.26,-0.09
ILMN_1697729,0.1,-0.13,-0.35,-0.26,-0.09
ILMN_1809844,0.1,-0.13,-0.35,-0.26,-0.09
ILMN_1683942,-0.09,-0.2,-0.38,-0.5,-0.18
ILMN_2227757,-0.09,-0.2,-0.38,-0.5,-0.18
ILMN_1773504,-0.15,-0.08,0.05,-0.41,-0.12
ILMN_2351638,-0.15,-0.08,0.05,-0.41,-0.12
ILMN_1804798,-0.15,-0.08,0.05,-0.41,-0.12
ILMN_1758104,0.2,0.24,0.39,0.2,0.17
ILMN_2399431,0.2,0.24,0.39,0.2,0.17
ILMN_1734773,-0.23,-0.01,0.61,0.02,-0.13
ILMN_1750100,-0.12,0.32,0.32,0.56,0.08
ILMN_1667068,0.2,-0.05,0.12,0.25,0.44
ILMN_1724837,0.2,-0.05,0.12,0.25,0.44
ILMN_1729973,0.2,-0.05,0.12,0.25,0.44
ILMN_1756573,-0.29,0.24,-0.73,-0.6,-0.97
ILMN_1708516,0.17,0.23,0.53,0.13,0.22
ILMN_1767006,0.31,0.12,0.13,0.45,0.46
ILMN_2390299,0.31,0.12,0.13,0.45,0.46
ILMN_1747195,0.31,0.12,0.13,0.45,0.46
ILMN_2284794,0.31,0.12,0.13,0.45,0.46
ILMN_1771627,-0.22,-0.24,-0.33,-0.35,-0.15
ILMN_1804415,0.25,-0.02,0.3,0.46,0.11
ILMN_2279182,0.25,-0.02,0.3,0.46,0.11
ILMN_1657429,0.25,-0.02,0.3,0.46,0.11
ILMN_2380243,0.25,-0.02,0.3,0.46,0.11
ILMN_3241665,-0.24,0.04,-0.01,-0.41,-0.45
ILMN_2339835,-0.05,-0.12,-0.35,-0.31,-0.24
ILMN_1665100,-0.05,-0.12,-0.35,-0.31,-0.24
ILMN_1738229,-0.11,-0.22,-0.31,-0.24,-0.2
ILMN_2385097,-0.11,-0.22,-0.31,-0.24,-0.2
ILMN_1799903,0.21,0.09,0.12,0.07,0.41
ILMN_2077952,0.21,0.09,0.12,0.07,0.41
ILMN_3236858,-0.44,-0.49,-0.62,-0.51,-0.47
ILMN_1713529,-0.21,-0.35,-0.25,-0.43,-0.37
ILMN_2191720,-0.1,-0.11,-0.36,-0.39,-0.23
ILMN_1786079,-0.1,-0.11,-0.36,-0.39,-0.23
ILMN_2095273,-0.26,-0.07,-0.17,-0.48,-0.39
ILMN_1727526,-0.26,-0.07,-0.17,-0.48,-0.39
ILMN_1766247,0,0.15,0.08,0.3,0.23
ILMN_1805742,0.1,0.09,0.11,0.18,0.33
ILMN_2192683,0.1,0.09,0.11,0.18,0.33
ILMN_3245476,0.03,-0.29,-0.1,-0.28,-0.03
ILMN_1766593,0.03,-0.29,-0.1,-0.28,-0.03
ILMN_1655117,-0.17,-0.23,-0.13,-0.47,-0.22
ILMN_1787815,0.41,0.94,1.66,0.52,0.23
ILMN_2185563,-0.24,-0.06,-0.2,-0.43,-0.37
ILMN_1687351,-0.24,-0.06,-0.2,-0.43,-0.37
ILMN_2074258,0.16,0.15,0.39,0.23,0.05
ILMN_1728163,-0.14,0.04,-0.19,-0.16,-0.4
ILMN_1681678,-0.14,0.04,-0.19,-0.16,-0.4
ILMN_1660232,0.03,-0.04,-0.1,-0.05,0.34
ILMN_1715178,-0.16,0.25,0.51,0.24,0.25
ILMN_2395092,-0.16,0.25,0.51,0.24,0.25
ILMN_1796013,-0.16,0.25,0.51,0.24,0.25
ILMN_1667199,-0.01,0.04,-0.04,0.46,0.25
ILMN_1751072,0.1,0.01,0.27,0.14,0.36
ILMN_1662198,0.12,0.17,0.28,0.39,0.2
ILMN_1781565,0.03,-0.06,0.11,0.36,0.12
ILMN_2363621,0.28,0.16,0.34,0.14,0.17
ILMN_1678695,0.28,0.16,0.34,0.14,0.17
ILMN_1739101,0.28,0.16,0.34,0.14,0.17
ILMN_1656837,-0.33,-0.14,0.07,-0.36,-0.5
ILMN_2096747,0.08,0.05,0.3,0.2,0.15
ILMN_1669210,0.33,0.07,0.33,0.16,0.4
ILMN_1778510,-0.2,-0.02,-0.23,-0.25,-0.37
ILMN_2308689,-0.2,-0.02,-0.23,-0.25,-0.37
ILMN_2290776,-0.2,-0.02,-0.23,-0.25,-0.37
ILMN_2330267,0.18,-0.08,0.21,0.25,0.35
ILMN_1676846,0.18,-0.08,0.21,0.25,0.35
ILMN_1771051,0.36,0.25,0.21,0.53,-0.26
ILMN_1737517,0.36,0.25,0.21,0.53,-0.26
ILMN_1706873,0.25,0.14,0.44,0.41,0.29
ILMN_1774823,0.25,0.14,0.44,0.41,0.29
ILMN_1704557,-0.06,-0.04,0.28,0.06,0.18
ILMN_2219134,0.3,0.14,0.18,0.43,-0.17
ILMN_2219131,0.3,0.14,0.18,0.43,-0.17
ILMN_1755664,0.24,0.15,-0.11,0.2,-0.28
ILMN_2209027,0.24,0.15,-0.11,0.2,-0.28
ILMN_1651228,-0.6,0.3,-0.06,0.29,-0.17
ILMN_1701017,0.15,-0.34,0,0.54,0.79
ILMN_1808732,0.15,-0.34,0,0.54,0.79
ILMN_2304512,0.15,-0.34,0,0.54,0.79
ILMN_1771084,-0.2,-0.42,-0.31,-0.39,-0.29
ILMN_1685952,-0.2,-0.42,-0.31,-0.39,-0.29
ILMN_1662738,-0.2,-0.42,-0.31,-0.39,-0.29
ILMN_1725079,-0.19,-0.2,-0.35,-0.17,-0.05
ILMN_2402499,0.12,-0.19,-0.48,-0.24,0.1
ILMN_1720889,0.12,-0.19,-0.48,-0.24,0.1
ILMN_1689842,0.12,-0.19,-0.48,-0.24,0.1
ILMN_1664330,0.46,-0.26,-0.01,0.65,0.77
ILMN_1716815,0.46,-0.26,-0.01,0.65,0.77
ILMN_2371724,0.46,-0.26,-0.01,0.65,0.77
ILMN_2098126,0.04,0.04,0.03,0.05,0.36
ILMN_1773352,0.04,0.04,0.03,0.05,0.36
ILMN_2323366,0.17,-0.33,-0.21,-0.45,-0.31
ILMN_1746241,0.17,-0.33,-0.21,-0.45,-0.31
ILMN_1737195,0.17,0.09,0.36,0.01,0.22
ILMN_2187727,0.03,0.15,0.24,0.33,0.33
ILMN_3200717,-0.26,0.08,-0.12,0.31,-0.02
ILMN_3285346,-0.26,0.08,-0.12,0.31,-0.02
ILMN_1770697,0.02,0.11,0.05,-0.54,-0.12
ILMN_1701753,0.02,0.11,0.05,-0.54,-0.12
ILMN_1659240,0.17,0.14,0.33,0.08,-0.11
ILMN_2297864,0.17,0.14,0.33,0.08,-0.11
ILMN_2410262,0.17,0.14,0.33,0.08,-0.11
ILMN_3229324,0.28,-0.35,0.38,0.42,0.28
ILMN_1702487,0.28,-0.35,0.38,0.42,0.28
ILMN_3305938,0.28,-0.35,0.38,0.42,0.28
ILMN_1805345,-0.13,-0.11,-0.09,-0.27,-0.17
ILMN_2356909,-0.13,-0.11,-0.09,-0.27,-0.17
ILMN_1751097,-0.5,-0.2,-0.02,-0.03,-0.32
ILMN_2279413,0.07,-0.18,0.08,-0.3,-0.15
ILMN_1661161,0.07,-0.18,0.08,-0.3,-0.15
ILMN_2380566,0.07,-0.18,0.08,-0.3,-0.15
ILMN_1711627,0.07,-0.18,0.08,-0.3,-0.15
