ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_1776586,-0.21,-0.11,-0.1,-0.28,0.2
ILMN_2110532,-0.21,-0.11,-0.1,-0.28,0.2
ILMN_1732750,0.22,0.28,0.27,0.42,0.14
ILMN_1768640,0.18,0.11,0.28,0.38,-0.03
ILMN_1654819,-0.06,0.28,0.17,0.44,0.13
ILMN_1654612,-0.06,0.28,0.17,0.44,0.13
ILMN_3240740,0.12,0.12,0.12,0.53,0.06
ILMN_1762725,0.12,0.12,0.12,0.53,0.06
ILMN_2253272,0.09,0.2,0.03,0.28,-0.58
ILMN_1742324,0.09,0.2,0.03,0.28,-0.58
ILMN_1791524,0.09,0.2,0.03,0.28,-0.58
ILMN_1690802,0.07,-0.08,0.12,0.37,-0.03
ILMN_2295213,0.13,0.06,0.03,0.25,-0.41
ILMN_1699767,0.13,0.06,0.03,0.25,-0.41
ILMN_1657686,0.13,0.06,0.03,0.25,-0.41
ILMN_2408946,0.13,0.06,0.03,0.25,-0.41
ILMN_2183216,-0.05,0.01,-0.1,-0.09,-0.81
ILMN_1785821,-0.05,0.01,-0.1,-0.09,-0.81
ILMN_2113074,0.02,0.18,-0.06,-0.12,-0.53
ILMN_1757646,0.02,0.18,-0.06,-0.12,-0.53
ILMN_1809400,-0.04,-0.09,-0.12,-0.12,-0.56
ILMN_2122374,-0.04,-0.09,-0.12,-0.12,-0.56
ILMN_1656682,0.13,-0.26,0.2,0.11,-0.61
ILMN_1704550,0.13,-0.26,0.2,0.11,-0.61
ILMN_2327994,0.13,-0.26,0.2,0.11,-0.61
ILMN_2182120,-0.2,-0.04,-0.06,0.13,-0.44
ILMN_1703720,-0.2,-0.04,-0.06,0.13,-0.44
ILMN_2087528,-0.01,0.09,0.1,0.26,0.04
ILMN_1728180,-0.1,-0.12,-0.09,0.14,-0.52
ILMN_1801456,-0.1,-0.12,-0.09,0.14,-0.52
ILMN_2299072,-0.1,-0.12,-0.09,0.14,-0.52
ILMN_1689057,0.12,0.11,0.16,0.36,-0.11
ILMN_2398235,0.12,0.11,0.16,0.36,-0.11
ILMN_1760303,0.12,0.11,0.16,0.36,-0.11
ILMN_2289433,0.12,0.11,0.16,0.36,-0.11
ILMN_1691433,0.12,0.11,0.16,0.36,-0.11
ILMN_1750961,0.02,-0.33,0.38,0.54,0.07
ILMN_1745242,-0.16,0.02,0.07,-0.43,0.22
ILMN_1659312,-0.07,-0.58,0.27,0.91,0.32
ILMN_1810864,-0.07,-0.58,0.27,0.91,0.32
ILMN_1785646,-0.07,-0.58,0.27,0.91,0.32
ILMN_1700847,0.07,0.03,-0.01,0.07,-0.42
ILMN_1732300,0.14,0.11,-0.13,-0.3,0.15
ILMN_1659411,0.14,0.11,-0.13,-0.3,0.15
ILMN_1652331,-0.2,0.13,0.06,-0.3,-0.01
ILMN_1672728,-0.2,0.13,0.06,-0.3,-0.01
ILMN_2344204,0.02,-0.18,0.2,0.21,-0.52
ILMN_1795944,0.02,-0.18,0.2,0.21,-0.52
ILMN_1655765,-0.1,-0.28,-0.22,0.32,0.14
ILMN_1660292,-0.1,-0.28,-0.22,0.32,0.14
ILMN_2096083,-0.13,-0.05,-0.04,0.02,-0.6
ILMN_1704621,-0.22,-0.15,-0.01,-0.08,-0.51
ILMN_2178618,-0.22,-0.15,-0.01,-0.08,-0.51
ILMN_1674069,0.08,-0.13,-0.03,0.3,0.03
ILMN_2087060,0.08,-0.13,-0.03,0.3,0.03
ILMN_1691731,-0.22,0.12,0,-0.4,-0.01
ILMN_1674302,0.02,0.16,0.11,0.3,0.13
ILMN_1760209,0.11,-0.09,0.1,0.36,-0.1
ILMN_1704529,0.11,-0.34,-0.37,-0.11,-0.66
ILMN_1703622,0.15,0.14,0.15,-0.06,-0.77
ILMN_1788022,0.41,0.45,0.24,0.46,0.37
ILMN_1750181,-0.18,-0.1,-0.22,-0.74,-0.15
ILMN_2405023,-0.13,-0.19,0.27,-0.21,-0.5
ILMN_2405018,-0.13,-0.19,0.27,-0.21,-0.5
ILMN_1726064,-0.13,0.23,-0.09,-0.1,-0.43
ILMN_2054145,-0.13,0.23,-0.09,-0.1,-0.43
ILMN_1659058,-0.05,-0.02,-0.07,0.32,0.07
ILMN_1768582,-0.05,-0.14,-0.1,-0.22,-0.69
ILMN_1712659,-0.05,-0.14,-0.1,-0.22,-0.69
ILMN_1675693,-0.05,-0.14,-0.1,-0.22,-0.69
ILMN_2298365,-0.12,0.19,-0.1,0.4,-0.09
ILMN_1669365,-0.12,0.19,-0.1,0.4,-0.09
ILMN_2360202,-0.12,0.19,-0.1,0.4,-0.09
ILMN_1660732,-0.12,0.19,-0.1,0.4,-0.09
ILMN_2264788,-0.12,0.19,-0.1,0.4,-0.09
ILMN_1751398,-0.12,0.19,-0.1,0.4,-0.09
ILMN_1733364,0.31,0.14,0.11,0.35,0
ILMN_3237507,0.07,-0.17,-0.07,0.07,0.59
ILMN_2101832,0.09,-0.19,-0.08,0.48,0.1
ILMN_1680196,0.09,-0.19,-0.08,0.48,0.1
ILMN_1732509,0.18,0.21,0.23,0.18,-0.49
ILMN_2131756,0.18,0.21,0.23,0.18,-0.49
ILMN_1678961,0.11,-0.11,-0.11,0.55,0.15
ILMN_1679127,-0.01,0.11,-0.1,-0.07,-0.46
ILMN_1764500,-0.07,0.1,0.24,0.37,0.21
ILMN_2167011,0.14,0.1,0.13,0.04,-0.42
ILMN_1762134,0.14,0.1,0.13,0.04,-0.42
ILMN_1766851,-0.23,0.08,0.22,0.38,0.04
ILMN_2145518,-0.23,0.08,0.22,0.38,0.04
ILMN_2334121,0.18,-0.08,0.07,0.36,-0.6
ILMN_1797499,0.18,-0.08,0.07,0.36,-0.6
ILMN_1769517,0.18,-0.08,0.07,0.36,-0.6
ILMN_2253648,0.18,-0.08,0.07,0.36,-0.6
ILMN_1785107,-0.11,-0.01,-0.14,-0.3,-0.47
ILMN_1752270,-0.17,-0.24,-0.19,-0.36,-0.31
ILMN_2054362,-0.17,-0.24,-0.19,-0.36,-0.31
ILMN_2400292,-0.06,-0.1,-0.14,-0.15,-0.55
ILMN_2400297,-0.06,-0.1,-0.14,-0.15,-0.55
ILMN_1700811,0.03,-0.19,0.18,0.28,0.43
ILMN_1737988,0.08,0.29,0.24,0.6,0.14
ILMN_2360415,0.08,0.29,0.24,0.6,0.14
ILMN_1665660,0.19,0.25,0.38,0.29,0.48
ILMN_2359029,0.19,0.25,0.38,0.29,0.48
ILMN_2267365,0.19,0.25,0.38,0.29,0.48
ILMN_1788356,0.19,0.25,0.38,0.29,0.48
ILMN_1752988,0.19,0.25,0.38,0.29,0.48
ILMN_1655377,-0.2,0.1,0.01,-0.46,-0.06
ILMN_1680171,-0.12,0.06,0.13,-0.1,-0.66
ILMN_2198408,-0.12,0.06,0.13,-0.1,-0.66
ILMN_2124757,0.13,-0.2,0.03,-0.03,-0.56
ILMN_1752897,0.13,-0.2,0.03,-0.03,-0.56
ILMN_2094776,-0.14,0.32,0.16,-0.23,-0.63
ILMN_1683129,-0.14,0.32,0.16,-0.23,-0.63
ILMN_2090987,-0.14,0.11,-0.04,-0.19,-0.44
ILMN_1745423,-0.14,0.11,-0.04,-0.19,-0.44
ILMN_1702837,-0.13,-0.2,-0.13,-0.35,0.13
ILMN_1706538,0.3,-0.05,-0.02,0.38,0.22
ILMN_1794266,0.3,-0.05,-0.02,0.38,0.22
ILMN_2356378,0.3,-0.05,-0.02,0.38,0.22
ILMN_1798753,0.3,-0.05,-0.02,0.38,0.22
ILMN_1687036,-0.17,0.11,0.26,-0.21,-0.44
ILMN_2391522,-0.17,0.11,0.26,-0.21,-0.44
ILMN_1763265,-0.1,0.04,0.01,-0.07,0.37
ILMN_1748983,-0.13,-0.34,-0.29,-0.19,-0.48
ILMN_1693598,-0.13,-0.34,-0.29,-0.19,-0.48
ILMN_1730611,-0.13,-0.34,-0.29,-0.19,-0.48
ILMN_2352036,-0.13,-0.34,-0.29,-0.19,-0.48
ILMN_1771627,-0.22,-0.18,0.03,-0.49,0.05
ILMN_2355033,-0.14,-0.11,0.09,-0.17,-0.34
ILMN_1857069,-0.14,-0.11,0.09,-0.17,-0.34
ILMN_1885728,-0.14,-0.11,0.09,-0.17,-0.34
ILMN_1806017,-0.15,0.18,-0.03,0.26,0.04
ILMN_1726698,-0.15,0.18,-0.03,0.26,0.04
ILMN_1799717,0.18,-0.1,-0.08,0.14,0.41
ILMN_2344047,0.18,-0.1,-0.08,0.14,0.41
ILMN_1748123,-0.15,-0.09,0.07,-0.34,-0.15
ILMN_2168564,-0.15,-0.09,0.07,-0.34,-0.15
ILMN_1759954,0.23,-0.19,-0.26,0.15,-1.16
ILMN_1766247,0.01,-0.15,-0.03,-0.01,-0.49
ILMN_3245616,0.09,-0.12,-0.12,-0.17,-0.47
ILMN_1674128,0.09,-0.12,-0.12,-0.17,-0.47
ILMN_2380163,-0.1,-0.25,0.1,0.41,0.16
ILMN_1798081,-0.1,-0.25,0.1,0.41,0.16
ILMN_2302716,0.13,0.05,0.2,0.43,0.19
ILMN_2377862,0.08,0.07,0.1,0.1,-0.46
ILMN_1800871,0.08,0.07,0.1,0.1,-0.46
ILMN_2359789,0.15,-0.11,-0.09,0.13,-0.63
ILMN_1761938,0.15,-0.11,-0.09,0.13,-0.63
ILMN_1652445,0.15,-0.11,-0.09,0.13,-0.63
ILMN_2221006,0.06,0.2,0.02,-0.15,-0.48
ILMN_1748578,0.06,0.2,0.02,-0.15,-0.48
ILMN_2062524,-0.1,-0.1,0.07,0.17,-0.7
ILMN_1653514,-0.1,-0.1,0.07,0.17,-0.7
ILMN_3251085,-0.1,-0.1,0.07,0.17,-0.7
ILMN_1801121,0.05,0.28,0.13,-0.36,-0.13
ILMN_2123567,0.05,0.28,0.13,-0.36,-0.13
ILMN_1688480,0.06,-0.17,0.14,0.65,-0.15
ILMN_2370365,-0.07,-0.08,-0.06,-0.48,-0.06
ILMN_1724489,-0.07,-0.08,-0.06,-0.48,-0.06
ILMN_2152131,-0.17,-0.34,-0.22,-0.36,0.04
ILMN_1777296,-0.17,-0.34,-0.22,-0.36,0.04
ILMN_2038777,-0.17,-0.34,-0.22,-0.36,0.04
ILMN_1685496,0.13,-0.12,0.02,0.52,0.09
ILMN_1662719,0.06,-0.27,-0.08,0.16,-0.55
ILMN_2076250,0.06,-0.27,-0.08,0.16,-0.55
ILMN_1795183,0.43,0.24,0.74,0.8,0.61
ILMN_2333670,0.43,0.24,0.74,0.8,0.61
ILMN_1717490,0.24,0.34,0.08,0.29,-1.02
ILMN_1690494,0.24,0.34,0.08,0.29,-1.02
ILMN_1712155,0.24,0.34,0.08,0.29,-1.02
ILMN_1815292,0.2,0.25,-0.13,0.4,-1.01
ILMN_1740749,0.21,-0.09,-0.23,0.46,-0.14
ILMN_2408415,0.08,-0.1,-0.27,0.2,-0.8
ILMN_1729033,0.08,-0.1,-0.27,0.2,-0.8
ILMN_1750507,0.08,-0.1,-0.27,0.2,-0.8
ILMN_1712250,0.27,-0.09,-0.07,0.51,0.11
ILMN_2084182,0.27,-0.09,-0.07,0.51,0.11
ILMN_1701832,-0.65,0.06,-0.09,-0.84,-0.17
ILMN_2290808,0.08,0.05,-0.04,0.26,-0.61
ILMN_2079386,-0.12,-0.11,-0.25,0.28,-1.04
ILMN_1788607,-0.4,-0.08,-0.17,-0.53,-0.63
ILMN_1731546,-0.12,-0.07,-0.08,-0.11,-0.79
ILMN_1771051,0.16,-0.13,-0.06,0.48,-0.14
ILMN_1737517,0.16,-0.13,-0.06,0.48,-0.14
ILMN_1798636,-0.23,0.21,0.16,0.35,-0.09
ILMN_2400143,-0.23,0.21,0.16,0.35,-0.09
ILMN_1663799,-0.23,0.21,0.16,0.35,-0.09
ILMN_1782167,-0.23,0.21,0.16,0.35,-0.09
ILMN_1808757,-0.36,0.08,0.06,-0.52,0
ILMN_2051519,-0.36,0.08,0.06,-0.52,0
ILMN_2112811,-0.16,0.18,-0.1,-0.11,-0.63
ILMN_1781137,-0.16,0.18,-0.1,-0.11,-0.63
ILMN_1745075,0.22,0.11,0.09,0.37,-0.61
ILMN_1709880,0.22,0.11,0.09,0.37,-0.61
ILMN_2402090,0.22,0.11,0.09,0.37,-0.61
ILMN_1689725,-0.26,-0.16,-0.16,-0.24,-0.99
ILMN_2386530,-0.26,-0.16,-0.16,-0.24,-0.99
ILMN_2247594,-0.26,-0.16,-0.16,-0.24,-0.99
ILMN_1693421,0.2,0.13,0.04,0.04,-0.28
ILMN_2139943,-0.09,0.08,-0.1,-0.21,-0.97
ILMN_1657722,-0.09,0.08,-0.1,-0.21,-0.97
ILMN_1673638,-0.09,0.08,-0.1,-0.21,-0.97
ILMN_2166831,0.08,-0.18,-0.16,0.41,-0.62
ILMN_1810577,0.08,-0.18,-0.16,0.41,-0.62
ILMN_1750722,0.14,0.37,0.11,0.14,-0.51
ILMN_2070072,0.14,0.37,0.11,0.14,-0.51
ILMN_3243700,0.09,-0.2,-0.17,0.22,-0.9
ILMN_1749447,0.14,0.08,-0.11,0.5,-0.03
ILMN_2038772,0.14,0.08,-0.11,0.5,-0.03
ILMN_1782621,-0.35,0.09,-0.14,-0.4,-0.24
ILMN_2207539,-0.29,-0.09,-0.04,-0.32,-0.11
ILMN_2207533,-0.29,-0.09,-0.04,-0.32,-0.11
ILMN_1753534,-0.36,0.19,-0.05,-0.42,0.04
ILMN_2399893,-0.36,0.03,-0.2,-0.46,-0.12
ILMN_1656625,-0.36,0.03,-0.2,-0.46,-0.12
ILMN_1660498,-0.31,-0.1,-0.12,-0.22,-0.56
ILMN_2160819,-0.31,-0.1,-0.12,-0.22,-0.56
ILMN_1696839,-0.31,-0.1,-0.12,-0.22,-0.56
ILMN_2048326,-0.26,0.13,-0.08,-0.3,-0.12
ILMN_1755883,-0.26,0.13,-0.08,-0.3,-0.12
ILMN_1651228,0.15,-0.1,-0.07,0.12,-0.45
ILMN_1694742,-0.29,-0.13,-0.12,-0.31,-0.64
ILMN_2415722,-0.29,-0.13,-0.12,-0.31,-0.64
ILMN_2298818,-0.29,-0.13,-0.12,-0.31,-0.64
ILMN_1738243,-0.29,-0.13,-0.12,-0.31,-0.64
ILMN_1713636,-0.41,-0.22,-0.03,-0.69,0
ILMN_1738707,0.22,-0.11,0.08,0.33,0.37
ILMN_2407168,0.22,-0.11,0.08,0.33,0.37
ILMN_1765459,0.22,-0.11,0.08,0.33,0.37
ILMN_1814799,0.22,-0.11,0.08,0.33,0.37
ILMN_1667138,0.22,-0.11,0.08,0.33,0.37
ILMN_1782142,0.22,-0.11,0.08,0.33,0.37
ILMN_1801216,-0.08,-0.01,-0.07,-0.44,0.04
ILMN_1793950,0.26,-0.35,-0.26,-0.23,-0.5
ILMN_1785158,-0.14,0.06,0.06,-0.1,-0.43
ILMN_2066348,-0.14,0.06,0.06,-0.1,-0.43
ILMN_1723212,-0.18,0.05,-0.09,-0.18,-0.65
ILMN_2135232,-0.18,0.05,-0.09,-0.18,-0.65
ILMN_1697469,0.04,0.07,0.14,0.44,0.15
ILMN_1657873,-0.1,0.1,-0.08,-0.04,-0.36
ILMN_2088612,-0.1,0.1,-0.08,-0.04,-0.36
ILMN_1660869,-0.18,-0.12,-0.25,-0.42,0.01
ILMN_3274351,0.23,-0.1,0.13,0.33,-0.71
ILMN_3211463,0.23,-0.1,0.13,0.33,-0.71
ILMN_3235221,0.29,-0.46,-0.41,-0.49,-0.74
ILMN_3279092,0.21,0.24,-0.06,-0.23,-0.56
ILMN_3197767,0.21,0.24,-0.06,-0.23,-0.56
ILMN_2356909,-0.12,-0.27,-0.16,-0.41,0.19
ILMN_1805345,-0.12,-0.27,-0.16,-0.41,0.19
ILMN_3199755,0.15,-0.13,-0.06,-0.07,-0.57
ILMN_3211906,0.08,-0.02,-0.1,0.14,-0.41
ILMN_1732873,0.25,0.13,0.17,0.37,0.24
ILMN_1661161,0.16,0.16,0.18,-0.29,0.22
ILMN_2279413,0.16,0.16,0.18,-0.29,0.22
ILMN_1711627,0.16,0.16,0.18,-0.29,0.22
ILMN_2380566,0.16,0.16,0.18,-0.29,0.22
ILMN_3236904,0.01,-0.22,0.01,-0.14,-0.83
ILMN_3280651,0.13,0.16,-0.06,-0.19,-0.44
ILMN_3211857,0.13,0.16,-0.06,-0.19,-0.44
ILMN_2181241,0.1,-0.13,-0.01,0.27,-0.77
ILMN_1673317,0.1,-0.13,-0.01,0.27,-0.77
ILMN_1703843,0.2,0.33,0.12,-0.26,-0.65
ILMN_1718405,0.2,0.33,0.12,-0.26,-0.65
ILMN_1691787,0.2,0.33,0.12,-0.26,-0.65
ILMN_1783846,0.2,0.33,0.12,-0.26,-0.65
ILMN_2275502,0.2,0.33,0.12,-0.26,-0.65
ILMN_1694603,-0.12,-0.07,0.12,0.36,-0.07
ILMN_2333594,0.18,-0.11,-0.03,0.19,-0.65
ILMN_1738150,0.18,-0.11,-0.03,0.19,-0.65
ILMN_2045419,0.06,0.14,0.3,-0.14,-0.78
ILMN_1718961,0.06,0.14,0.3,-0.14,-0.78
ILMN_2391231,-0.37,0.34,0.14,0.32,-0.57
ILMN_2285375,-0.37,0.34,0.14,0.32,-0.57
ILMN_1734559,-0.37,0.34,0.14,0.32,-0.57
ILMN_2060115,0.17,0.2,0.34,0.53,0.19
ILMN_1759818,0.17,0.2,0.34,0.53,0.19
ILMN_1784217,-0.17,-0.38,-0.26,-0.98,0.07
ILMN_1662168,-0.06,0.16,-0.07,-0.16,-0.66
ILMN_1756942,-0.06,0.16,-0.07,-0.16,-0.66
ILMN_2389844,-0.06,0.16,-0.07,-0.16,-0.66
ILMN_1691171,-0.06,0.16,-0.07,-0.16,-0.66
ILMN_1796738,-0.15,-0.12,-0.06,0.09,-0.59
ILMN_2373556,-0.15,-0.12,-0.06,0.09,-0.59
ILMN_1791547,-0.15,-0.12,-0.06,0.09,-0.59
ILMN_1680403,0.19,-0.14,-0.04,0.49,0.21
ILMN_2069745,0.35,-0.19,0.18,0.37,0.19
ILMN_1673998,0.35,-0.19,0.18,0.37,0.19
ILMN_1682038,0.06,0.33,0.15,0.37,0.08
ILMN_1686380,-0.07,0.19,0.1,0.13,0.33
ILMN_1764087,-0.07,0.19,0.1,0.13,0.33
ILMN_2377174,-0.07,0.19,0.1,0.13,0.33
ILMN_1691458,-0.07,0.19,0.1,0.13,0.33
ILMN_1658369,-0.28,-0.13,-0.27,-0.3,-0.25
ILMN_1664439,0.34,-0.2,0.11,0.44,0.09
ILMN_2346358,0.34,-0.2,0.11,0.44,0.09
ILMN_1668351,-0.15,-0.47,-0.38,-0.32,0.25
ILMN_2378708,-0.15,-0.47,-0.38,-0.32,0.25
ILMN_1770293,0.03,0.05,0.03,-0.17,-0.9
ILMN_2343332,-0.09,0.19,0.07,-0.1,-0.4
ILMN_1778617,-0.09,0.19,0.07,-0.1,-0.4
ILMN_2388466,-0.06,-0.08,0.17,0.21,-0.47
ILMN_1712634,-0.06,-0.08,0.17,0.21,-0.47
ILMN_1778691,-0.06,-0.08,0.17,0.21,-0.47
ILMN_1704961,-0.44,-0.14,0.08,-0.57,0.12
ILMN_2053178,-0.44,-0.14,0.08,-0.57,0.12
ILMN_1685005,-0.18,-0.27,-0.26,-0.36,-0.05
ILMN_1720231,0.01,-0.03,0.19,0.34,0.06
ILMN_2334080,0.01,-0.03,0.19,0.34,0.06
ILMN_1667657,0.2,0.04,0.16,0.22,-0.44
ILMN_2128358,0.2,0.04,0.16,0.22,-0.44
ILMN_1768913,0.08,0.03,-0.03,0.01,-0.57
ILMN_2211672,0.1,0.3,0.08,-0.19,-0.49
ILMN_1713668,0.1,0.3,0.08,-0.19,-0.49
ILMN_3234513,-0.12,-0.24,-0.15,-0.19,-0.63
ILMN_3298671,-0.12,-0.24,-0.15,-0.19,-0.63
ILMN_3235790,-0.14,-0.18,-0.16,-0.2,-0.59
ILMN_1719870,-0.14,-0.18,-0.16,-0.2,-0.59
ILMN_3227315,0.25,0.22,0.22,0.57,-0.63
ILMN_3227563,-0.15,-0.17,-0.05,0.1,-0.63
ILMN_3304203,-0.04,-0.27,-0.14,0.12,-0.71
ILMN_3227604,-0.04,-0.27,-0.14,0.12,-0.71
ILMN_1793367,0,-0.4,-0.16,-0.42,0.22
ILMN_2362368,0.27,0.48,0.19,-0.15,-0.5
ILMN_1772113,0.27,0.48,0.19,-0.15,-0.5
ILMN_3230286,0.28,0.3,-0.03,0.12,-0.43
ILMN_2379835,0.03,0.03,-0.05,-0.19,-0.71
ILMN_1790105,0.03,0.03,-0.05,-0.19,-0.71
ILMN_1654340,0.18,-0.21,0.2,-0.24,-0.49
ILMN_1671969,0.18,-0.21,0.2,-0.24,-0.49
ILMN_2389155,0.18,-0.21,0.2,-0.24,-0.49
ILMN_2389151,0.18,-0.21,0.2,-0.24,-0.49
ILMN_2284181,0.18,-0.21,0.2,-0.24,-0.49
ILMN_1701749,-0.07,0.11,0.03,0.18,-0.62
ILMN_2232936,0.16,-0.07,-0.07,0.29,-0.77
ILMN_1792138,0.16,-0.07,-0.07,0.29,-0.77
ILMN_1727271,-0.14,0.35,-0.19,-0.44,0.06
ILMN_2337655,-0.14,0.35,-0.19,-0.44,0.06
ILMN_2181540,-0.08,0.38,0.16,0.06,-0.53
ILMN_1770892,-0.08,0.38,0.16,0.06,-0.53
ILMN_1714800,0.37,0.22,0.12,0.57,0.32
ILMN_1786215,0.37,0.22,0.12,0.57,0.32
ILMN_2390739,0.37,0.22,0.12,0.57,0.32
ILMN_1778560,0.37,0.22,0.12,0.57,0.32
ILMN_2285091,0.37,0.22,0.12,0.57,0.32
ILMN_2047599,-0.03,-0.07,0.16,0,0.33
ILMN_1757391,-0.03,-0.07,0.16,0,0.33
ILMN_1792990,0.19,0.07,0.01,0.43,0.07
ILMN_1701875,-0.05,-0.2,-0.16,-0.33,-0.04
ILMN_2371169,-0.05,-0.2,-0.16,-0.33,-0.04
ILMN_2148819,0.6,0.29,-0.17,0.17,0.09
ILMN_1742981,0.6,0.29,-0.17,0.17,0.09
ILMN_2372403,-0.12,0.25,0.05,0.09,-0.47
ILMN_2372398,-0.12,0.25,0.05,0.09,-0.47
ILMN_2134723,0.19,0.29,0.15,0.44,-0.22
ILMN_1773621,0.19,0.29,0.15,0.44,-0.22
ILMN_1668606,-0.06,0.15,-0.07,0.43,0.12
ILMN_1745573,-0.06,0.15,-0.07,0.43,0.12
ILMN_1753064,-0.06,0.15,-0.07,0.43,0.12
ILMN_1755882,0.08,0.1,0.07,0.02,-0.51
ILMN_2070210,0.08,0.1,0.07,0.02,-0.51
ILMN_1733831,0.22,0.28,0.11,0.77,0.17
ILMN_1782488,0.19,0.31,-0.02,-0.05,-0.59
ILMN_1798108,0.06,-0.03,0.01,0.04,-0.71
ILMN_2186678,0.06,-0.03,0.01,0.04,-0.71
ILMN_1765880,-0.21,-0.04,-0.1,-0.36,-0.03
ILMN_2343310,0.08,0.13,0.19,0.47,0.13
ILMN_2073263,0.12,-0.13,-0.06,0.46,-0.42
ILMN_1773148,0.12,-0.13,-0.06,0.46,-0.42
ILMN_1776094,-0.02,-0.05,-0.01,-0.02,-0.36
ILMN_2396996,-0.02,-0.05,-0.01,-0.02,-0.36
ILMN_1654385,0.13,0.05,0.03,0.53,0.04
ILMN_2128128,-0.31,0.07,0.11,-0.55,0.04
ILMN_1794505,-0.31,0.07,0.11,-0.55,0.04
ILMN_2178244,0.36,0.01,0.1,0.52,0.22
ILMN_1724341,0.08,-0.18,-0.13,-0.25,-0.45
ILMN_1761456,0.08,-0.18,-0.13,-0.25,-0.45
ILMN_1788810,0.18,0.14,0.23,0.28,-0.54
ILMN_2077733,0.18,0.14,0.23,0.28,-0.54
ILMN_2232463,0.01,0.71,0.31,-0.61,0.15
ILMN_1806456,0.15,-0.14,0.17,-0.41,0.06
ILMN_2147345,0.15,-0.14,0.17,-0.41,0.06
ILMN_1672151,0.27,-0.18,0.11,0.46,0.24
ILMN_1806667,0.27,-0.18,0.11,0.46,0.24
ILMN_1683453,0.27,-0.18,0.11,0.46,0.24
ILMN_1671318,0.27,-0.18,0.11,0.46,0.24
ILMN_2180606,0.08,0.13,0.05,-0.44,-0.58
ILMN_2367165,0.03,-0.38,0.17,-0.68,-0.19
ILMN_1802096,0.03,-0.38,0.17,-0.68,-0.19
ILMN_3303612,0.06,-0.01,0.15,0.37,0.16
ILMN_1704335,-0.16,-0.2,0.07,-0.37,0.08
ILMN_2389273,-0.16,-0.2,0.07,-0.37,0.08
ILMN_1679640,-0.16,-0.2,0.07,-0.37,0.08
ILMN_1807945,0.14,-0.01,0,0.04,-0.41
ILMN_1754811,0.03,0.11,-0.06,-0.14,-0.43
ILMN_2362293,0.03,0.11,-0.06,-0.14,-0.43
ILMN_1686697,0.03,0.11,-0.06,-0.14,-0.43
ILMN_2148507,-0.1,-0.02,-0.1,-0.02,-0.38
ILMN_1662598,0.01,-0.15,-0.12,0.04,-0.41
ILMN_1712530,0.01,-0.15,-0.12,0.04,-0.41
ILMN_1754220,-0.07,0.03,-0.17,-0.37,-0.1
ILMN_1803742,0.09,-0.36,0.15,-0.23,-0.99
ILMN_1680722,0.09,-0.36,0.15,-0.23,-0.99
ILMN_2322806,0.08,-0.39,-0.18,-0.13,-0.64
ILMN_1694943,0.08,-0.39,-0.18,-0.13,-0.64
ILMN_1783627,0.08,-0.39,-0.18,-0.13,-0.64
ILMN_1774674,0.08,-0.39,-0.18,-0.13,-0.64
ILMN_1672947,0.08,-0.39,-0.18,-0.13,-0.64
ILMN_1717234,0.08,-0.39,-0.18,-0.13,-0.64
ILMN_1737163,-0.07,-0.38,-0.19,-0.3,0.22
ILMN_1776154,-0.04,-0.13,-0.04,-0.1,-0.38
ILMN_2129715,-0.04,-0.13,-0.04,-0.1,-0.38
ILMN_1763365,-0.13,0.06,-0.06,-0.33,-0.32
ILMN_2151441,-0.13,0.06,-0.06,-0.33,-0.32
ILMN_1751120,0.37,0.16,0.13,0.24,0.49
ILMN_1808249,0.22,0.09,0.2,0.65,0.53
ILMN_2163540,0.3,-0.02,0.07,0.36,0.06
ILMN_2163538,0.3,-0.02,0.07,0.36,0.06
ILMN_1655251,-0.01,-0.04,0.1,-0.12,0.69
ILMN_1652439,-0.01,-0.04,0.1,-0.12,0.69
ILMN_1659350,-0.09,-0.46,0.08,0.25,-0.4
ILMN_2367113,-0.09,-0.46,0.08,0.25,-0.4
ILMN_1694877,-0.09,-0.46,0.08,0.25,-0.4
ILMN_1730516,0.07,0.17,0.01,0.06,-0.54
ILMN_2179397,-0.11,0.21,-0.05,-0.23,-0.49
ILMN_1701058,-0.11,0.21,-0.05,-0.23,-0.49
ILMN_2145250,-0.01,0.07,-0.14,-0.19,-0.48
ILMN_1740319,-0.13,-0.17,-0.03,-0.37,-0.1
ILMN_3238560,-0.13,-0.17,-0.03,-0.37,-0.1
ILMN_1702609,0.03,-0.19,0.03,-0.07,-0.48
ILMN_1785161,-0.09,0,-0.01,-0.34,-0.05
ILMN_1721978,-0.04,-0.17,0.05,-0.45,-0.09
ILMN_1763524,0.19,0.01,-0.07,0.35,0.08
ILMN_2185845,-0.04,-0.35,-0.01,-0.46,0.28
ILMN_1740171,-0.24,0.07,-0.14,-0.21,-0.61
ILMN_2046024,-0.24,0.07,-0.14,-0.21,-0.61
ILMN_1764230,-0.2,-0.17,-0.26,-0.47,0.1
ILMN_3307777,0.1,0.16,0.21,0.15,0.88
ILMN_1787379,0.1,0.16,0.21,0.15,0.88
ILMN_2151739,0.14,0.01,0.24,0.48,-0.48
ILMN_1651705,0.14,0.01,0.24,0.48,-0.48
ILMN_1691223,-0.25,-0.05,0.05,-0.33,0.42
