ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_2125880,-0.25,-0.05,0.05,-0.33,0.42
ILMN_1764261,-0.05,-0.04,-0.08,-0.16,-0.51
ILMN_2194229,-0.05,-0.04,-0.08,-0.16,-0.51
ILMN_1770732,-0.1,0.1,-0.18,-0.34,-0.01
ILMN_2387090,-0.12,0.15,-0.11,-0.37,-0.17
ILMN_1797806,-0.12,0.15,-0.11,-0.37,-0.17
ILMN_1752631,-0.12,0.15,-0.11,-0.37,-0.17
ILMN_3235104,0.13,0.36,0.21,0.02,-0.34
ILMN_2377746,0.14,0.23,-0.23,1.13,0.28
ILMN_1669066,0.14,0.23,-0.23,1.13,0.28
ILMN_1716651,0.14,0.23,-0.23,1.13,0.28
ILMN_1785785,-0.19,-0.12,0.09,0.27,-0.43
ILMN_1669033,-0.19,-0.12,0.09,0.27,-0.43
ILMN_2335198,-0.19,-0.12,0.09,0.27,-0.43
ILMN_1744822,-0.23,0.03,-0.03,-0.32,0
ILMN_2380688,-0.2,-0.09,0.13,-0.38,-0.22
ILMN_1661500,-0.2,-0.09,0.13,-0.38,-0.22
ILMN_1751028,-0.02,-0.17,0.2,0.45,0.17
ILMN_1793831,0.18,0.24,-0.06,0.25,0.53
ILMN_1806800,0.18,0.24,-0.06,0.25,0.53
ILMN_1765851,0.18,0.24,-0.06,0.25,0.53
ILMN_1710150,0.07,0.25,0.14,0.25,-0.37
ILMN_2347917,0.07,0.25,0.14,0.25,-0.37
ILMN_1796813,0.07,0.25,0.14,0.25,-0.37
ILMN_1783852,0.16,-0.14,-0.07,-0.04,-0.61
ILMN_1710325,-0.07,-0.3,-0.12,-0.54,-0.08
ILMN_2388190,-0.07,-0.3,-0.12,-0.54,-0.08
ILMN_1681754,-0.05,-0.03,-0.11,-0.32,-0.8
ILMN_2195914,-0.05,-0.03,-0.11,-0.32,-0.8
ILMN_1697168,-0.12,-0.11,-0.03,-0.13,-0.37
ILMN_1737124,-0.12,-0.11,-0.03,-0.13,-0.37
ILMN_1736021,-0.12,-0.11,-0.03,-0.13,-0.37
ILMN_2245686,-0.21,-0.29,-0.07,-0.48,-0.16
ILMN_1684017,-0.21,-0.29,-0.07,-0.48,-0.16
ILMN_2319424,-0.21,-0.29,-0.07,-0.48,-0.16
ILMN_1765021,-0.1,-0.07,-0.14,-0.34,0.06
ILMN_1774836,0,-0.13,-0.12,-0.1,0.34
ILMN_2361991,0.18,0.42,0.24,0.43,0.25
ILMN_1754476,0.18,0.42,0.24,0.43,0.25
ILMN_1660904,0.18,0.42,0.24,0.43,0.25
ILMN_2404850,0.12,0.22,-0.22,0.32,-0.59
ILMN_1726460,0.12,0.22,-0.22,0.32,-0.59
ILMN_1787877,0.28,0.25,0.1,0.33,0.1
ILMN_2357682,0.28,0.25,0.1,0.33,0.1
ILMN_1722522,0.28,0.25,0.1,0.33,0.1
ILMN_2224103,-0.14,-0.06,-0.03,0.1,-0.54
ILMN_1781819,-0.14,-0.06,-0.03,0.1,-0.54
ILMN_1694539,-0.11,0.08,0.02,-0.39,-0.17
ILMN_1726230,-0.11,0.19,0.09,-0.35,-0.11
ILMN_1715188,-0.22,-0.15,-0.11,-0.14,-0.52
ILMN_2094587,-0.22,-0.15,-0.11,-0.14,-0.52
ILMN_1712708,0,0.23,-0.2,-0.45,0.01
ILMN_1763091,-0.18,-0.1,-0.06,-0.33,-0.12
ILMN_2412922,-0.18,-0.1,-0.06,-0.33,-0.12
ILMN_2297373,-0.18,-0.1,-0.06,-0.33,-0.12
ILMN_1797055,0.27,0.25,0.19,0.31,0.33
ILMN_1725791,-0.03,-0.4,-0.15,-0.51,0.04
ILMN_1734915,0.24,0.15,0.02,0.49,-0.28
ILMN_2121189,0.24,0.15,0.02,0.49,-0.28
ILMN_1723092,-0.11,-0.07,-0.22,-0.51,0.12
ILMN_2405680,-0.11,-0.07,-0.22,-0.51,0.12
ILMN_1793932,-0.11,-0.07,-0.22,-0.51,0.12
ILMN_1793349,-0.07,-0.18,-0.06,-0.19,-0.45
ILMN_1657790,0.14,0.05,-0.04,0.01,-0.82
ILMN_2139061,0,-0.05,0,-0.03,-0.49
ILMN_1655827,0,-0.05,0,-0.03,-0.49
ILMN_1720241,-0.08,-0.16,0.07,0.06,-0.38
ILMN_1755115,-0.43,0.04,-0.09,-0.54,-0.24
ILMN_1807611,0.22,0.18,0.04,-0.16,-0.57
ILMN_2212156,0.22,0.18,0.04,-0.16,-0.57
ILMN_1791186,-0.08,-0.37,-0.02,-0.17,-0.53
ILMN_1662174,-0.22,0.04,-0.14,-0.36,0.04
ILMN_3229552,-0.11,-0.2,0.09,0.14,-0.72
ILMN_1739770,-0.11,-0.2,0.09,0.14,-0.72
ILMN_2229170,-0.11,-0.2,0.09,0.14,-0.72
ILMN_3306173,-0.11,-0.2,0.09,0.14,-0.72
ILMN_1671486,-0.11,0.04,-0.1,-0.61,-0.11
ILMN_2346479,-0.11,0.04,-0.1,-0.61,-0.11
ILMN_1698726,0.3,0.07,0.15,0.39,0.14
ILMN_1781039,0.03,-0.09,-0.06,0.08,-0.65
ILMN_2344850,0.03,-0.09,-0.06,0.08,-0.65
ILMN_1683755,-0.07,-0.22,-0.12,-0.34,0.12
ILMN_1778625,0.13,0.29,0.21,0.8,0.22
ILMN_1803429,0.13,0.29,0.21,0.8,0.22
ILMN_2348788,0.13,0.29,0.21,0.8,0.22
ILMN_1714861,-0.05,-0.5,-0.24,-0.64,-0.12
ILMN_2267914,-0.05,-0.5,-0.24,-0.64,-0.12
ILMN_2359907,-0.05,-0.5,-0.24,-0.64,-0.12
ILMN_1730285,0.1,0.1,-0.13,-0.2,-0.49
ILMN_1717982,0.1,0.1,-0.13,-0.2,-0.49
ILMN_1704760,0.1,0.1,-0.13,-0.2,-0.49
ILMN_1714878,0.1,0.1,-0.13,-0.2,-0.49
ILMN_1793846,0.1,0.1,-0.13,-0.2,-0.49
ILMN_1669554,0.1,0.1,-0.13,-0.2,-0.49
ILMN_1791568,0.05,0.1,0.2,0.24,-0.47
ILMN_1785439,-0.06,-0.35,-0.2,-0.05,-0.41
ILMN_1710017,-0.06,-0.35,-0.2,-0.05,-0.41
ILMN_2366212,-0.06,-0.35,-0.2,-0.05,-0.41
ILMN_1657495,0.06,-0.18,-0.05,0.4,0.28
ILMN_3243381,0.06,-0.18,-0.05,0.4,0.28
ILMN_1777854,-0.2,-0.3,-0.1,-0.15,-0.46
ILMN_1772713,-0.2,-0.3,-0.1,-0.15,-0.46
ILMN_1729019,0.13,-0.04,-0.01,-0.19,-0.62
ILMN_1785404,-0.17,-0.47,-0.07,-0.85,0.13
ILMN_NORMAX,1.49,1.49,1.49,1.49,1.49
ILMN_NORMIN,-1.28,-1.28,-1.28,-1.28,-1.28
